Unnamed: 0,Title,Lyrics
124,反派,你的招式我看了真的不太明白 但卻能得到所有人的寵愛 下個意外又變成最新潮的崇拜 無神論的人不可能會買單 是我太大驚小怪其實你不奇怪 還是我太宅不懂你很厲害 原來我就是反派也不愛吃早餐 那就跟我一起吃芒果乾 就算世界變得不一樣 一陣風把你吹到哪 塗上最能代表我的妝 還有浮誇的頭髮 永不妥協世俗的眼光 小丑也不敢說話 這是最珍貴的寶藏 放在腦袋你不能拿 你的招式我看了真的不太明白 但卻能得到所有人的寵愛 下個意外又變成最新潮的崇拜 無神論的人不可能會買單 是我太大驚小怪其實你不奇怪 還是我太宅不懂你很厲害 原來我就是反派也不愛吃早餐 那就跟我一起吃芒果乾 就算世界變得不一樣 一陣風把你吹到哪 塗上最能代表我的妝 還有浮誇的頭髮 永不妥協世俗的眼光 小丑也不敢說話 這是最珍貴的寶藏 放在腦袋你不能拿 不管你到底是會不會唱 大家一直毀謗 卻又一再回放 (嗚) 秀個下限控制全場 把賽塗在臉上 完成明星願望 新的時代由不得你阻擋 不按規定出場別當生教組長 不管這個學校誰是校長 今天我就是七億的票房 是我太大驚小怪其實你不奇怪 還是我太宅不懂你很厲害 原來我就是反派也不愛吃早餐 那就跟我一起吃芒果乾 就算世界變得不一樣 一陣風把你吹到哪 塗上最能代表我的妝 還有浮誇的頭髮 永不妥協世俗的眼光 小丑也不敢說話 這是最珍貴的寶藏 放在腦袋你不能拿
125,If You Love Her,"Take it If she gives you her heart Don't you break it Let your arms be a place She feels safe in She's the best thing that you'll ever have She always has trouble Falling asleep And she likes to cuddle While under the sheets She loves Pop songs And dancing, and bad trash TV There's still a few other things She loves love notes and babies And likes giving gifts Has a hard time accepting A good compliment She loves her whole family And all of her friends So if you're the one she lets in Take it If she gives you her heart Don't you break it Let your arms be a place She feels safe in She's the best thing that you'll ever have She'll love you If you love her On days when It feels like the whole World might cave in Stand side by side And you'll make it She's the best thing that you'll ever have She'll love you If you love her like that Kiss her with passion As much as you can Run your hands through her hair Whenever she's sad And when she doesn't notice How pretty she is Tell her over and over So she never forgets Take it If she gives you her heart Don't you break it Let your arms be a place She feels safe in She's the best thing that you'll ever have She'll love you If you love her On days when It feels like the whole World might cave in Stand side by side And you'll make it She's the best thing that you'll ever have She'll love you If you love her like that She'll love you If you love her like that She'll love you If you love her She'll love you If you love her like that She'll love you She'll love you She'll love you She'll love you If you love her On days when It feels like the whole World might cave in Stand side by side And you'll make it She's the best thing that you'll ever have She'll love you If you love her like that"
126,Diamond鑽石,"I flex hard I’m a diamond Crush me all u want Imma take no damage Bling bling bling That’s how I be doing You could call me HP Printing paper by the minute We going big Reppin FP yeah we down with this business Tracks go flame when I’m in it Diamond Diamond Diamond Young OZI right here Check check 給我好好聽著 這個環境壞了 真的壞的太扯 god damn Bout time to 改變遊戲規則 100 carat diamond 靈魂像是鑽石般的 雲端 依然穩穩站著 You can’t see me comin I’m a 火影忍者 Gang gang gang gang I’m makin bank bank bank 數鈔票數到累 要走就走到飛 okay 這文字的藝術 弄得很清楚 說到底的確算是嘴上功夫 錢我不在乎 這是種態度 忍術 火遁 豪火球之術 你吃驚 見識這本事 這實力 Eminem二世 像特技 帶這到極致 二十一 準備幹大事 到國際 從這台北市 穿Gucci 帶著金鏈子 我做beat 你們全都濕 Like Jay Z 開始造歷史 這使命 我扛一輩子 持續 突破 極致 That’s on every single song I spit 因為這是必須的 成為傳奇的資格 得到Title的飢渴 我說過我是路克天行者 Oh yeah Imma訂新規則 超越自己每首饒舌 身手像個靈魂刺客 寫的每首R&B都把妳逼到瘋了 I flex hard I’m a diamond Crush me all you want imma take no damage Bling bling bling That’s how I be doing You could call me HP Printing paper by the minute We going big Reppin FP yea we down with dis business Tracks go flame when I’m in it Diamond Diamond Diamond I flex hard I’m a diamond Spittin fire like a savage You should quit rapping Cut the jaw jack Cuz your track wack All of y’all flow trash Come take me on a challenge Goddamnit I’m on a rampage I can’t hold back these emotions Man I just can’t manage You can’t imagine how a kid on this island can spit like a god but it doesn’t matter I’m no Marshall Mathers I’m Lucious Lyon Building my Empire I’m gravity defying like the Wright brothers Told myself that Imma go ahead and make a deal with Lucifer I’m a deadly punisher I got no mercy on this lyric massacre Man cuz low-key that’s my guilty pleasure Let’s start it from the bottom from the day I started rhyming a disciple to the rhythm I became addicted to this adrena- line, and now I stand in front of people doing what I've dreamed of, hoping one day i could make it matter fact, I'll make it happen whoah Cuz I promised mother that’ll make it far Put some extra dollars in the cookie jar And I’mma do it simply just by spittin bars I’m still goin hard Man I dont mess with y’all whack snitches I can’t deal with your bullshit I’ve been messing around with your main girl Did you really think she been loyal? Idiot sandwich I’ll be grinding hard till I’m dumb rich I’ll be making sure that my tracks lit I’ll be ballin, selling out stadiums I’m on it I’m outta here"
127,Breakin Up,"Breaking up Breaking up Won't be no more making love No way no making up Breaking up Breaking up Break Up We gon' Break Up We bout to break up We finna break up We always on ten We just better off friends When I’m with you it’s lit We were such a good fit Was it something I did Must be something you did Some things you can’t fix Like this Breaking up Breaking up Won't be no more making love No way, no making up Breaking up Breaking up Break Up ,We gon' Break Up We bout to break up, We finna break up How do you break up With someone you love Do you trash all the pictures And throw out the stuff Move on and go find you a crush That's how you break up With someone you love Breaking up Breaking up Won't be no mo making love No way no making up Breaking up Breaking up Breaking up Breaking up Won't be no more making love No way no making up Breaking up Breaking up Break Up ,We gon' Break Up We bout to break up We finna break up Break up We need to break up Flowers can't save us We Bout to break up I'm not yours We're not together no more We bout to break up boy Ooooh. Oohh oooo Break up break up break up break up Nothing can save us We bout to break up ~ break up"
128,Tiger (New Flavour),Veil’s out Tiger New flavour Let’s go 불꽃처럼 Ta ta ta light (Uh) 쉬지 않고 Rock rock rocking 요란한 엔진음 Wanna play wanna play Play with me closer ah (Whoo whoo) Take it take it deep breath fire Look at you uh what's the flavour 홀린 듯 끌려와 Wanna play wanna play Uh 낯선 emotion 유난히 달콤해 Picky good boy It’s trailer 단번에 hook up like that 널 향해 나 질주 Kick it 뻔하디뻔한 건 Throw it trash 네 속이 궁금해 Drippin’ confidence Come with me what's the flavour 널 유인할 불장난 쏟아지는 별 신비로운 Eyes 어둠 뚫고 빛나 Like Tiger 범 범 Take your heart 거침없이 달려 Get bump bump to the heart 널 이끄는 Flavour Let me know you let me know you girl Let me know you let me know you girl Let me know you let me know you 널 가득 채울 수 있게 하루 종일 난 또 네 생각에 바빠 Can you feel it 좀 더 가까이 Babe 톡 쏘는 맛 fizzy 깨물어 줘 My lips 지금 이 순간을 즐겨 Uh Let it breathe stay 넌 순수한 독 I won’t let you down 너를 맡겨볼래 만나볼래 자 내 손 잡아 Tell me what your love ‘bout me 이리저리 바빠 (Yeah) 울려대는 DM (Yeah) 하루가 모자라 But thinkin’ about you 까칠한 말투 Oh witty bad boy It's thriller 단번에 hook up like that Let’s go (Wo wo) 산속을 어슬렁 두둑하지 배짱 Look at me 긴장을 놓지 마 한입에 삼켜 Come with me what's the flavour 달빛을 걸어가 빛이 나는 별 신비로운 Eyes 영롱하게 빛나 Like Tiger 범 범 Take your heart 거침없이 달려 Get bump bump to the heart 널 이끄는 Flavour Let me know you let me know you girl Let me know you let me know you girl Let me know you let me know you 널 가득 채울 수 있게 A mystical vibe 속삭임은 코코넛워터 같아 내 혈액 속을 누벼 어쩔 때는 Broken 고장 나 function 내게 Come come come 깊이 각인돼 (Coming) Beom beom beom beom le beom beom Want you to get ready You’ve got a way ‘bout the way you behave When you do what you do Then you take me up To the top of the world When u say you’re my girl I go up like a bird To the top of the world (Every day and night) 범 범 Take your heart 거침없이 달려 (달려) Get bump bump to the heart 널 이끄는 Flavour (I know) Let me know you let me know you girl Let me know you let me know you girl Let me know you let me know you 널 가득 채울 수 있게
129,Tricky Trick,編曲：YOKEN / YYKBZ 騙人的小把戲 我不相信撒浪嘿 ei 固執就是我的方式 就是不屑一顧我 放肆地在地面摩擦你的假傷悲 yall 我才不想戳破你的tricky trick 有個bitch他想在我耳邊說句撒浪嘿 可惜I got bad baby cash money不屑一顧我 bouce till the morn不聽你假傷悲uh 我才沒有功夫戳破你的tricky trick tricky trick like trash mind is oversize never make it tight trun on all the lights no anybody 開口 我在前面開了胃 繞開人群排著隊 gotta go to anywhere that silly people never go 一起到背後 背靠背地嚼舌根 沒什麼能打擾到我和時間爭分奪秒 it seems like I am the winner get ready for the winter they all wanna be saints but I was called a sinner now I got everything I wanted everything I wanted everything I wanted I got everything I wanted cause I’d like to build and run it zoom zoom and pump it up pose pose what i want to show work work but I want them to know that 騙人的小把戲 我不相信撒浪嘿 ei 固執就是我的方式 就是不屑一顧我 放肆地在地面摩擦你的假傷悲 yall 我才不想戳破你的tricky trick 有個bitch他想在我耳邊說句撒浪嘿 可惜I got bad baby cash money不屑一顧我 bouce till the morn不聽你假傷悲uh 我才沒有功夫戳破你的tricky trick tricky trick like trash hum I got the key be busy make it the hit whit hum 歌詞的強烈 hum 這樣的靈感在飛過的航線 hum 擴寬了膛線 讓 彈道的痕跡不常見 驚艷了行業 look at the monster hum 上帝會助他第一個吃螃蟹 work hum Leave me alone hum 我真的沒空 hum enemy enemy 守不住 hum碗中米撒一地 hum Who's the best hum flow的master 打磨我最新的album Why am I alone studio is my home 所以我每首都衝 The kiss from heaven to street kids 脫下了Sup穿C.E  please 別再跟我聊你可怕的品味 All my brothers not a  fake one 不是獨特而是 only one 聽不懂的flow 我挨個換 不斷超越超 another one 就是為了讓你 看不慣 hum 騙人的小把戲 我不相信撒浪嘿 ei 固執就是我的方式 就是不屑一顧我 放肆地在地面摩擦你的假傷悲 ya 我才不想戳破你的tricky trick 有個bitch他想在我耳邊說句撒浪嘿 可惜I got bad baby cash money不屑一顧我 bouce till the morn不聽你假傷悲uh 我才沒有功夫戳破你的tricky trick tricky trick like trash
130,CUTIE,"作曲：Gareth.T 作詞：Gareth.T, Nicholas Cheung, Jacob Strom 編曲：Gareth.T, Teddy Fan, Nic Tsui 監製：Gareth.T, Nic Tsui When she smiles I get shy Can’t look her in the eyes I’m scared she’ll realize I’m staring all the time She’s smartest in the class And also into art So one day I just asked Can we grab lunch after class She’s like nah nah nah nah Can’t have my heart Well I guess you’re not the CUTIE for me You’re just not the CUTIE I need It’s hard to find a CUTIE that loves me just for me There’s a lot of CUTIES I’ll wait and see hmmmm I’ll wait and see I like bad girls that don’t like to go to class Vaping in the bathroom I want a lil dab I threw away my books and I failed all my exams so that we could talk about the school and why its trash Ya we’re skipping class like a 30 second ad She likes Uzi vert So I tried to learn his dance Dancing with her hips So I reached out to her hand But damn she pulled it back She’s like nah nah nah you’re just a friend Well I guess you’re not the CUTIE for me You’re just not the CUTIE I need It’s hard to find a CUTIE that loves me just for me There’s a lot of CUTIES I’ll wait and see hmmmm I’ll wait for my thick girls Skinny girls and hot girls Cool girls that need a lil warming up Cute girls with glasses that turn me on Bossy girls and girls that just overwork Tall girls and short girls I like them both E girls and sport girls Spend time with both Party girls and bad girls We’re getting drunk Until the worlds a blur It’s really like nah nah nah nah nah I don’t got a type so I could be the CUTIE you need I could be the CUTIE you’ll keep There’s not a lot of CUTIES That’ll love you quite like me I could really be the CUTIE of your dreams Don’t sleep on me"
131,放著咱的歌,全部路上的車 放的攏是咱的歌 半夜到透早路上攏是臭屁音樂的聲 全部的夜市仔 全部的廣告電台 全部的路邊攤 全部攏是咱的歌 全部路上的車 放的攏是咱的歌 半夜到透早路上攏是臭屁音樂的聲 全部的夜市仔 全部的廣告電台 全部的路邊攤 全部攏是咱的歌 ALL EYES ON ME 目光吸引所有的BITCH DROP THE BEAT 開口大家全都跪著聽 YA NA MEAN 包了全部 全方面我都兼顧 上巨蛋難道要大聲宣布 全部看我嗆到都抓不住 AYE LAY WOO 隨便出場都會得到FEEDBACK 我唱得都是金曲 隨便都是迷妹 雙腳走在路上 都好像是在飛 我像是嗎啡你上癮 DO YOU SEE THAT 羨慕嗎 羨慕嗎 羨慕我走的路 我從我什麼洨都沒拼到穿三萬的褲 靠我自己的手段去得到要的全部 YA KNOW WHAT I SAY 百萬點閱 I GOT 4 全部路上的車 放的攏是咱的歌 半夜到透早路上攏是臭屁音樂的聲 全部的夜市仔 全部的廣告電台 全部的路邊攤 全部攏是咱的歌 全部路上的車 放的攏是咱的歌 半夜到透早路上攏是臭屁音樂的聲 全部的夜市仔 全部的廣告電台 全部的路邊攤 全部攏是咱的歌 今年已經二十六歲 懶得泉那有的無的 I'M A RAPPER 製造歌曲 我的歌應該都有聽過 很多人嫌臭屁的歌沒營養 但在KTV你們也是唱很爽 講阮的歌 就是垃圾 阮就用垃圾 賺你的新臺幣 隨便在一個地方都會聽到臭屁嬰仔的歌（YA YA） 不管進口還是國產 四輪仔是咱的宣傳車（SOON） DROP MY SHIT MY NEIGHBORHOOD 聽到音樂作伙BODY MOVE 老灰仔DANCING配太極舞 囝仔RAP欲做歐吉虎 DROP MY SHIT（臭屁ON THE TRACK） 你們這些TRAP囝仔全部都借過（TRASH TRASH TRASH） DROP MY SHIT（YA KNOW WHAT I SAYING） 會爆到厝邊頭尾 厝尾頂翻過（WU） 全部路上的車 放的攏是咱的歌 半夜到透早路上攏是臭屁音樂的聲 全部的夜市仔 全部的廣告電台 全部的路邊攤 全部攏是咱的歌 全部路上的車 放的攏是咱的歌 半夜到透早路上攏是臭屁音樂的聲 全部的夜市仔 全部的廣告電台 全部的路邊攤 全部攏是咱的歌
132,Cash Cash - Album Version,There’s a girl inside tonight Cause she’s got nowhere to go And her loves are running wild Oh her loves are running wild yeah yeah yeah yeah There’s a girl inside tonight Cause she’s got nowhere to go And her loves are running wild Oh her loves are running wild And there’s a voice inside her head but it’s told just what to say (told just what to say) Never loved you anyway He’s just a snake and you’re the prey He’s got cash cash cash He’s made of money but He’s straight out the trash trash He’ll rip your heart out in a flash flash flash Oh no you’re not for sale Cash cash cash he’s made of money but He’s straight out the trash trash He’ll leave you hangin in a flash flash Oh no you’re not for sale yeah yeah yeah yeah There’s a girl inside tonight Cause she’s got nowhere to go And the rain keeps pourin down Oh the rain keeps pourin down And it hurts to watch her stay She could be loved but need a day He’s got Cash cash cash He’s made of money but He’s straight out the trash trash He’ll rip your heart out in a flash flash flash Oh no you’re not for sale Cash cash cash He’s made of money but He’s straight out the trash trash He’ll leave you hangin in a flash flash flash Oh no you’re not for sale Oh no you’re not for sale yeah yeah yeah yeah Today is a hard day But what you really need And that's made of sweet highs And day made of hours for you Oooo cause that’s what I dooo yeah And you will never need his No you will never need his Cash cash cash He’s made of money but He’s straight out the trash trash He’ll rip your heart out in a flash flash flash Oh no you’re not for sale (oh no you’re not for sale) Cash cash cash He’s made of money but He’s straight out the trash trash (straight out the trash) He’ll leave you hangin in a flash flash flash Oh no you’re not for sale (Oh no you’re not for sale)  yeah yeah yeah yeah...
133,Zeus,"She says I am trash, but she listens to Tekashi (Damn) Bitch, you lost me (Yeah) Fair weather, wishy-washy She thinks machine washed me (What?) Swear to God, man, her favorite rapper wish he'd cross me (Yeah) I love conflict, got a obnoxious (What?) subconscious (Yeah) I'm afraid to unlock it (Nah) Keep those monsters in the closet I'm what an idiotic ('Otic) savant is (Savant is) But I've been throwin' down gauntlets since that underground Rawkus (Yeah) Where I planted my roots (What? Yeah) That's how I had a whole planet that roots for me As in the group, and no one thinks dark as I think (Nah) So imagine the havoc these black thoughts are to wreak (Tariq) As in Trotter, I keep slaughterin' beats Shout out to Beatminerz and T-Minus But, me, long as I breathe, promise to be honest And wholeheartedly, apologies, Rihanna For that song that leaked, I'm sorry, Ri It wasn't meant to cause you grief Regardless, it was wrong of me, but I be on my own (Yeah), head up in the clouds like Zeus When they say, ""You ain't the GOAT"", I come down like, ""Who?"" But I got my head in the clouds like Zeus Swear I can see the game from a bird's-eye view, ayy Bitch, you talkin' to a rap god, ayy Girl, you talkin' to a monsta, ayy You could give your whole damn life to the music thing They gon' turn around like they don't love you Yeah, they woke a giant up So when I get back on my feet, don't wonder why in the Fuck is my head in the clouds (Nah) G5 with the stewardess, gettin' head in the clouds (Haha) Mile-high club (Why?), I give a flying fuck (Fly and fuck, no) Punchliner just tryin' to survive in this climate of vaginas (Bitch) Who dyin' to cancel my ass like Aunt Jemima syrup I'm a shit-stirrer, you're a dime-a Dozen, said I couldn't do it Hit Europe, kicked the door in, put a foot through it (Ugh) Like a stirrup (Stirrup) Used to have to sit and watch them bills pile up (Yeah) Now I just sit back and watch them bills pile up (Haha), but I be on my own (Yeah, woo), head up in the clouds like Zeus When they say, ""You ain't the GOAT"", I come down like, ""Who?"" But I got my head in the clouds like Zeus Swear I can see the game from a bird's-eye view, ayy Bitch, you talkin' to a rap god, ayy Girl, you talkin' to a monsta, ayy You could give your whole damn life to the music thing They gon' turn around— I've seen them come and go I've seen the hugest (Hugest) debuts ('Buts) I've had a great view to see the (See the) game through (Through) And, Drake, they're gonna turn on you (You) one day too (Too) And the more you win, the sooner (Sooner) they do They'll be calling you a trash bin Sayin' that your new one isn't better than your last and Even if it is, once they start to turn their backs They ain't never comin' back in They did it to Chance Next they'll be mentionin' Future in the past tense (Yeah) Or sayin' ""Adiós"" to Migos I ain't dissin', I'm just tryna keep the shit a C-note (Yeah) Same people been tryna do the shit to me, so I call them people (Peephole) Because they're so easy to see through 'em (See through 'em) But a fighter's all I knew how to be I got the shit beat out of me (Yeah) Tripped and fell and blew out a knee (Pop) Popped it back in and hopped up like, ""Fuck it (Fuck it) Best two out of three"", yeah Man, I gotta be doin' (What?) somethin' right I got eleven years of sobriety (Yeah) So the only bottom I'ma be hittin' is if it's sodomy Wait, I mean, you would think that somebody handed a saw to me (Sodomy) How I'm choppin' these bars They keep wantin' me to rap responsibly When I'm constantly passin' the buck like the fuckin' Dollar Tree But I'ma always remind you that I came from poverty Black people saved my life, from the Doc and Deshaun And all that we want is racial equality R.I.P. Laquan McDonald, Trayvon, and Breonna Atatiana, Rayshard, and Dominique Eric Garner and Rodney King No, we can't get along 'til these white motherfuckin' cops Who keep murderin' Blacks are off the streets (Off the streets) And, as far as squashin' beef, I'm used to people knockin' me But, just not in my camp And diplomatic as I'm tryna be Last thing I need is Snoop doggin' me Man, Dogg, you was like a (Yeah) damn god to me Nah, not really (Haha) I had ""dog"" backwards But I'm startin' to think, all these people takin' shots at me Shit, it's no wonder I be on my own, head up in the clouds like Zeus When they say, ""You ain't the GOAT"", I come down like, ""Who?"" But I got my head in the clouds like Zeus Swear I can see the game from a bird's-eye view, ayy Bitch, you talkin' to a rap god, ayy Girl, you talkin' to a monsta, ayy You could give your whole damn life to the music thing They gon' turn around like they don't love you"
134,O.D.D.,"I was raised by a mom Who told me I should never listen to another voice But my own Now I've grown up, now I know That when I'm tryna be myself it isn't so simple Anymore Some days I wake up I just wanna hide under the covers 'Cause no matter what I do I'll never be like all the others I'm a little O.D.D Most people really don't get me I'm the girl in the back of the class Blank stare, don't care, don't ask I'm a little O.D.D And I see the way they look at me I can hear it when they talk that trash Saying ""Any minute she gon' crack"" Ooh My sister, bless her heart She was the only one who had my back when everyone Else did not Looking back, it's crazy I almost turn into the person people told me I I should be Some days I wake up I just wanna hide under the covers 'Cause no matter what I do I'll never be like all the others Because... I'm a little O.D.D Most people really don't get me I'm the girl in the back of the class Pink hair but I'm wearing all black I'm a little O.D.D And I see the way they look at me I can hear it when they talk that trash Saying ""Any minute she gon' crack"" I'm a little O.D.D And I see the way they look at me I can hear it when they talk that trash Saying ""Any minute she gon' crack"" I'm a little O.D.D Most people really don't get me I'm the girl in the back of the class Fuck bitches, get money, bulk cash I'm a little O.D.D Most people really don't get me"
135,假摩登,乍看之下好像沒什麼不對 沒想到他們的心裡藏著一隻魔鬼 孩子們不要再傻傻被人騙 一把鈔票就能帶走你和他的尊嚴 我從來不屑去跟隨 那美麗背後的謊言 無所謂 我的信念不滅 任你來摧毀 沒感覺 耶 他開口就是神聖的箴言 他隨便放個屁你也覺得是香味 看看 我們這個社會 你 捫心自問自己到底有沒有貢獻 我從來不屑去跟隨 那美麗背後的謊言 無所謂 我還是刷著和弦 與世代告別 沒感覺 耶 我從來不屑去跟隨 那美麗背後的謊言 無所謂 我的信念不滅 任你來摧毀 喔喔喔 我不跟隨 那美麗背後的謊言 無所謂 我與世代告別
136,放蕩,三更半夜我睡不著 愛找朋友出來耗 知道哪有樂子往哪處跑 哪裡妹多往哪靠 他說他不是他的菜 誰又說誰比誰帥 這種日子如果你受不了 就不要出來走跳 怎麼辦 我們是 沒未來 的小孩 白日夢 做不夠 這生活 沒停過 這種生活多放蕩 多危險我不知道 偏要跟你唱反調 又怎樣 你想怎樣 這種生活多放蕩 多危險我不知道 偏要跟你唱反調 又怎樣 你想怎樣 誰不知道你睡過誰 這時代誰不隨便 看個對眼我們就開房間 隔天哪管你是誰 想打架我們沒在怕 就怕你是臭俗仔 或許這些都還不足夠 滿足你要的快樂 怎麼辦 我們是 沒未來 的小孩 白日夢 做不夠 這生活 沒停過 這種生活多放蕩 多危險我不知道 偏要跟你唱反調 又怎樣 你想怎樣 這種生活多放蕩 多危險我不知道 偏要跟你唱反調 又怎樣 你想怎樣 三更半夜我睡不著 愛找朋友出來耗 知道哪有樂子往哪處跑 三更半夜我睡不著 愛找朋友出來耗
137,Grenade - Passion Pit Remix,"No, you won't do the same You wouldn't do the same Oh, you never do the same No, no, no, no Easy come, easy go That's just how you live, oh Take, take, take it all But you never give Should've known you was trouble From the first kiss Had your eyes wide open Why were they open? Gave you all I had And you tossed it in the trash You tossed it in the trash, you did To give me all your love Is all I ever asked Cause what you don't understand is I'd catch a grenade for ya (yeah, yeah, yeah) Throw my hand on the blade for ya (yeah, yeah, yeah) I'd jump in front of a train for ya (yeah, yeah, yeah) You know I'd do anything for ya (yeah, yeah, yeah) I would go through all this pain Take a bullet straight through my brain Yes, I would die for you, baby But you won't do the same Black, black, black and blue Beat me 'til I'm numb Tell the devil I said 'Hey' when you get back to where you're from Mad women, bad women That's just what you are Yeah, you smile in my face then rip the brakes out my car Gave you all I had And you tossed it in the trash You tossed it in the trash, yes you did To give me all your love Is all I ever asked Cause what you don't understand is I'd catch a grenade for ya (yeah, yeah, yeah) Throw my hand on the blade for ya (yeah, yeah, yeah) I'd jump in front of a train for ya (yeah, yeah, yeah) You know I'd do anything for ya (yeah, yeah, yeah) I would go through all this pain Take a bullet straight through my brain Yes, I would die for you, baby But you won't do the same Gave you all I had And you tossed it in the trash You tossed it in the trash, yes you did To give me all your love Is all I ever asked Cause what you don't understand is Gave you all I had And you tossed it in the trash You tossed it in the trash, yes you did To give me all your love Is all I ever asked Cause what you don't understand is I'd catch a grenade for ya (yeah, yeah, yeah) Throw my hand on the blade for ya (yeah, yeah, yeah) I'd jump in front of a train for ya (yeah, yeah, yeah) You know I'd do anything for ya (yeah, yeah, yeah) I would go through all this pain Take a bullet straight through my brain Yes, I would die for you, baby But you won't do the same I would go through all this pain Take a bullet straight through my brain Yes I would die for ya baby But you won't do the same I would go through all this pain Take a bullet straight through my brain Yes I would die for ya baby But you won't do the same"
138,Trash Me,"Thrash Me ~~前奏~~ Trust is such a tricky little thing True colors always show You think just cuz ya see me on the Internet But baby you don't know You wanna see me cry Love me! Love me! When I'm up you love me Trash me! Trash me! When I'm down you trash me Leave me! Leave me! Save all the drama for some other mama cuz I'm just a baby, I really don't wanna trash you My list of what I need to be chill It don't include your name Step inside my mind and have a look around Your'e not in the frame You waste my breathe why? Love me! Love me! When I'm up you love me Trash me! Trash me! When I'm down you trash me Leave me! Leave me! Save all the drama for some other mama cuz I'm just a baby, I really don't wanna trash you People telling lies, can you hear the sound? Clicking day and night, try to turn it down Popping out at me- getting louder now (up up up up) Like a pendulum swinging on and on Playing in my head, like a hooky song Will it ever end, am I right or wrong? (stop stop stop stop) Love me! Love me! When I'm up you love me Trash me! Trash me! When I'm down you trash me Leave me! Leave me! Save all the drama for some other mama cuz I'm just a baby, I really don't wanna trash you Love me! Love me! When I'm up you love me Trash me! Trash me! When I'm down you trash me Leave me! Leave me! Save all the drama for some other mama cuz I'm just a baby, I really don't wanna trash you Trash you Oh trash me Trash you Oh!...... Trash you Save all the drama for some other mama cuz I'm just a baby, I really don't wanna trash you"
139,去哪裡 Talacowa,Young Rich Trash FATAAN GANG GANG 去哪裡 一粒 欸欸 Kaka去哪裡 欸欸 Ina去哪裡 欸欸 妹妹去哪裡 欸欸 Kaying去哪裡 摁 We Pataw 摁 We Pataw 摁 We Patawsi baby~~ 摁 We Pataw 摁 We Pataw 快來我家Patawsi 咦 Young Rich Trash Gang Ya 來自niyaro'的life style 歌名 o 孫子 ci 去哪裡kako的life style ’icep 還是太巴塱的最可口 epah還是 awe linga‘ 釀的酒 cima cima cima cima 阿嬤matelii 問我晚上到底跑去哪 我說關懷部落所有大小事物 我的行動要很隱密 不然 他的表妹吃醋 跟白浪妹子 敲敲杯啊 我的外號叫 come on baby  啊 怎麼平常約約都約不出來 在路上隨便遇到全部往我家裡轉 是喝的還不夠 是情傷的很重 陪你訴說 你有故事我而且我有揪 一杯下去 忘記煩惱和憂愁 兩杯下去 前女友都 Let it go uh ya Give me more get me dope'up A Give me more got me fucked up A Give me more 馬耀阿浪 Baby SHOT 欸欸 Kaka去哪裡 欸欸 Ina去哪裡 欸欸 妹妹去哪裡 欸欸 Kaying去哪裡 Everywhere i go 總是很輕鬆 想歡樂的氣氛就找我 你要幹什麼去哪裡 你到底要幹什麼去哪裡 去哪裡 去哪裡 去哪裡 家裡有地方睡 開車不喝酒 你喝酒找阿浪 去哪裡 去哪裡 去哪裡 去哪裡 去哪裡 我的音樂 讓你聽到 直接每天 馬拉桑 白浪 kiso fafoy kiso Fuck boy kiso malasang kiso Sailailay 喔 homies 這個東西無法麻痺我 08 清醒 如果沒有 money 你就是必須死 欸欸 Kaka去哪裡 欸欸 Ina去哪裡 欸欸 妹妹去哪裡 欸欸 Kaying去哪裡 你要去哪裡 到底 我就問 現在不是下雨天 不要去打游擊 喝醉了就坐好 不要亂找改硬 要小心  媽媽把你Patepi’ Cakapitengil Akaka pacici 不要隨便走來回 走來去 老人家講話你要聽得進去 要小心 不然剪斷你的ＧＧ 也許人生不如意要喝 十隻啤酒 反正不管怎樣都要記得冰箱還有 什麼酒國英雄 反正喝醉之後 你的最佳酒友 就是你家馬桶 喂 喝酒醉不要亂跑 不然躺在馬路  會被人家拍照 這是哪家的孩子怎麼那麼沒有禮貌 跑到別人家就算了 褲子給我穿好 欸～喝酒不要亂跑 欸 褲子給我穿好 欸欸 Kaka去哪裡 欸欸 Ina去哪裡 欸欸 妹妹去哪裡 欸欸 Kaying去哪裡 摁 We Pataw 摁 We Pataw 摁 We Patawsi baby~~ 摁 We Pataw 摁 We Pataw 快來我家Patawsi 咦 Young Rich Trash Gang 欸欸 Kaka去哪裡 欸欸 Ina去哪裡 欸欸 妹妹去哪裡 欸欸 Kaying去哪裡 欸 Tacowa kiso~~ 去哪裡 去哪裡啊
