UNIQID	CreditScore	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Geography_Germany	Geography_Spain	Gender_Male
r596	752.0	38.0	0.0	145974.79	2.0	1.0	1.0	137694.23	0.0	0.0	1.0
r3584	763.0	31.0	7.0	143966.3	2.0	1.0	1.0	140262.96	1.0	0.0	1.0
r4770	706.0	47.0	10.0	144090.42	1.0	1.0	0.0	140938.95	1.0	0.0	0.0
r3369	358.0	52.0	8.0	143542.36	3.0	1.0	0.0	141959.11	0.0	1.0	0.0
r4218	646.0	50.0	5.0	142644.64	2.0	1.0	1.0	142208.5	0.0	1.0	0.0
r4710	638.0	43.0	3.0	145860.98	1.0	1.0	1.0	142763.51	0.0	0.0	0.0
r574	688.0	29.0	9.0	144553.5	2.0	1.0	0.0	143454.95	1.0	0.0	1.0
r1779	651.0	26.0	5.0	147037.32	1.0	0.0	0.0	141763.26	1.0	0.0	1.0
r1245	609.0	35.0	2.0	147900.43	1.0	1.0	0.0	140000.29	0.0	0.0	0.0
r4738	578.0	45.0	1.0	148600.91	1.0	1.0	0.0	143397.14	0.0	0.0	1.0
r441	659.0	37.0	1.0	151105.68	1.0	1.0	1.0	140934.57	0.0	0.0	0.0
r2430	551.0	30.0	2.0	143340.44	1.0	1.0	0.0	145796.49	1.0	0.0	0.0
r4102	580.0	44.0	9.0	143391.07	1.0	0.0	0.0	146891.07	1.0	0.0	1.0
r324	544.0	39.0	4.0	142406.43	2.0	1.0	0.0	146637.45	1.0	0.0	1.0
r4170	751.0	51.0	7.0	148074.79	1.0	1.0	0.0	146411.41	1.0	0.0	0.0
r333	834.0	49.0	8.0	160602.25	2.0	1.0	0.0	129273.94	0.0	0.0	0.0
r2518	621.0	50.0	3.0	163085.79	1.0	0.0	1.0	131048.36	0.0	1.0	1.0
r1419	765.0	43.0	9.0	157960.49	2.0	0.0	0.0	136602.8	0.0	0.0	1.0
r1283	695.0	49.0	9.0	159458.53	1.0	1.0	0.0	135841.35	0.0	0.0	1.0
r4222	754.0	39.0	7.0	157691.98	2.0	1.0	0.0	133600.89	0.0	1.0	1.0
r1767	595.0	37.0	2.0	157084.99	1.0	1.0	0.0	134767.13	0.0	1.0	1.0
r2551	716.0	44.0	6.0	155114.9	1.0	0.0	0.0	133871.83	0.0	0.0	0.0
r4241	756.0	26.0	5.0	155143.52	1.0	0.0	1.0	135034.57	1.0	0.0	0.0
r811	704.0	37.0	9.0	155619.58	1.0	1.0	1.0	135088.58	0.0	1.0	0.0
r326	594.0	36.0	6.0	153880.15	1.0	0.0	0.0	135431.72	0.0	0.0	1.0
r4499	778.0	35.0	1.0	151958.19	3.0	1.0	1.0	131238.37	1.0	0.0	0.0
r4189	570.0	29.0	4.0	153040.03	1.0	1.0	1.0	131363.57	0.0	0.0	0.0
r3342	561.0	56.0	7.0	152759.0	2.0	1.0	0.0	133167.11	0.0	0.0	1.0
r1616	686.0	41.0	7.0	152105.57	2.0	0.0	1.0	132374.41	0.0	0.0	0.0
r3635	667.0	55.0	9.0	154393.43	1.0	1.0	1.0	137674.96	1.0	0.0	1.0
r2257	696.0	40.0	3.0	153639.11	1.0	1.0	1.0	138351.68	0.0	1.0	1.0
r1886	732.0	29.0	1.0	154333.82	1.0	1.0	1.0	138527.56	1.0	0.0	0.0
r4445	484.0	55.0	8.0	149349.58	3.0	0.0	0.0	137519.92	1.0	0.0	0.0
r1087	767.0	44.0	2.0	152509.25	1.0	1.0	1.0	136915.15	0.0	0.0	0.0
r159	551.0	49.0	1.0	150777.72	2.0	1.0	1.0	135757.27	0.0	1.0	1.0
r41	833.0	37.0	8.0	151226.18	2.0	1.0	1.0	136129.49	0.0	0.0	1.0
r3858	667.0	56.0	8.0	137464.04	1.0	1.0	0.0	130846.79	1.0	0.0	0.0
r4133	626.0	43.0	4.0	137638.69	1.0	1.0	0.0	130442.08	0.0	0.0	1.0
r4458	747.0	47.0	5.0	139914.6	4.0	0.0	1.0	129964.56	0.0	0.0	0.0
r3643	645.0	41.0	2.0	138881.04	1.0	1.0	0.0	129936.53	1.0	0.0	0.0
r1446	518.0	59.0	5.0	138772.15	1.0	0.0	1.0	123872.0	0.0	0.0	1.0
r1820	516.0	33.0	10.0	138847.9	1.0	1.0	1.0	127256.7	1.0	0.0	0.0
r3029	614.0	50.0	4.0	137104.47	1.0	1.0	0.0	127166.49	0.0	0.0	1.0
r234	527.0	58.0	3.0	137318.42	1.0	1.0	1.0	126144.96	1.0	0.0	1.0
r3292	658.0	40.0	7.0	140596.95	1.0	0.0	1.0	135459.02	0.0	0.0	0.0
r1713	504.0	42.0	3.0	134936.97	2.0	0.0	0.0	135178.91	0.0	0.0	1.0
r1334	815.0	25.0	8.0	135161.67	1.0	1.0	1.0	136071.05	1.0	0.0	0.0
r825	576.0	45.0	5.0	133618.01	1.0	0.0	0.0	135244.87	0.0	1.0	1.0
r1292	656.0	32.0	5.0	136963.12	1.0	1.0	0.0	133814.28	0.0	1.0	1.0
r3252	528.0	46.0	9.0	135555.66	1.0	1.0	0.0	133146.03	1.0	0.0	0.0
r18	821.0	45.0	0.0	135827.33	2.0	1.0	1.0	131778.58	1.0	0.0	1.0
r2662	792.0	25.0	8.0	142862.21	1.0	1.0	1.0	130639.01	0.0	1.0	1.0
r795	508.0	60.0	7.0	143262.04	1.0	1.0	1.0	129562.74	0.0	0.0	0.0
r751	656.0	44.0	10.0	143571.52	1.0	0.0	0.0	127444.14	0.0	0.0	1.0
r186	615.0	29.0	7.0	143330.56	2.0	1.0	1.0	126396.01	0.0	1.0	0.0
r4555	842.0	44.0	3.0	141252.18	4.0	0.0	1.0	128521.16	0.0	0.0	1.0
r140	580.0	32.0	9.0	142188.2	2.0	0.0	1.0	128028.6	0.0	1.0	1.0
r4475	708.0	54.0	8.0	145151.4	1.0	0.0	1.0	125311.17	1.0	0.0	0.0
r4139	695.0	63.0	1.0	146202.93	1.0	1.0	1.0	126688.83	0.0	1.0	1.0
r8	778.0	38.0	3.0	145018.49	2.0	1.0	1.0	126702.41	0.0	0.0	1.0
r2561	627.0	37.0	7.0	147361.57	1.0	1.0	1.0	133031.96	1.0	0.0	0.0
r1394	654.0	24.0	8.0	145081.73	1.0	1.0	1.0	130075.07	0.0	0.0	0.0
r1207	659.0	67.0	4.0	145981.87	1.0	1.0	1.0	131043.2	0.0	0.0	1.0
r2035	526.0	31.0	5.0	145537.21	1.0	1.0	0.0	132404.64	1.0	0.0	1.0
r196	767.0	33.0	1.0	144753.21	1.0	1.0	1.0	132480.75	1.0	0.0	0.0
r2358	658.0	44.0	6.0	148481.09	1.0	1.0	0.0	130529.13	0.0	0.0	0.0
r7	648.0	36.0	8.0	146943.38	2.0	1.0	1.0	130041.45	0.0	1.0	1.0
r2189	703.0	42.0	9.0	63227.0	1.0	0.0	1.0	137316.32	1.0	0.0	1.0
r4313	619.0	46.0	8.0	62400.48	1.0	1.0	1.0	132498.39	0.0	1.0	1.0
r3666	666.0	53.0	5.0	64646.7	1.0	1.0	0.0	128019.48	0.0	0.0	1.0
r1475	513.0	34.0	7.0	60515.13	1.0	0.0	0.0	124571.09	1.0	0.0	1.0
r2695	775.0	33.0	3.0	83501.66	2.0	1.0	0.0	128841.31	1.0	0.0	1.0
r1893	697.0	25.0	5.0	82931.85	2.0	1.0	1.0	128373.88	0.0	1.0	0.0
r1450	627.0	30.0	4.0	79871.02	2.0	1.0	0.0	129826.89	1.0	0.0	0.0
r4657	687.0	61.0	7.0	80538.56	1.0	1.0	0.0	131305.37	0.0	0.0	0.0
r3884	781.0	48.0	9.0	82794.18	1.0	1.0	0.0	124720.68	1.0	0.0	0.0
r1293	529.0	39.0	2.0	82766.43	1.0	1.0	1.0	122925.44	0.0	1.0	0.0
r423	607.0	39.0	2.0	84468.67	2.0	1.0	1.0	121945.42	1.0	0.0	1.0
r2151	593.0	38.0	5.0	85626.6	1.0	1.0	1.0	125079.65	1.0	0.0	0.0
r2219	602.0	48.0	7.0	76595.08	2.0	0.0	0.0	127095.14	1.0	0.0	0.0
r1265	608.0	48.0	7.0	75801.74	1.0	1.0	0.0	125762.95	0.0	1.0	1.0
r2798	676.0	31.0	3.0	78990.15	1.0	1.0	1.0	124777.14	0.0	0.0	1.0
r3353	687.0	29.0	4.0	78939.15	1.0	1.0	0.0	122134.56	1.0	0.0	0.0
r2079	558.0	32.0	5.0	73494.21	1.0	0.0	0.0	136301.1	0.0	0.0	1.0
r3322	584.0	54.0	1.0	77354.37	1.0	0.0	0.0	138192.98	1.0	0.0	0.0
r4273	844.0	41.0	10.0	76319.64	1.0	1.0	1.0	141175.18	0.0	0.0	0.0
r3458	651.0	35.0	7.0	74623.5	3.0	1.0	0.0	129451.29	0.0	0.0	1.0
r3492	614.0	37.0	8.0	75150.34	4.0	0.0	1.0	131766.67	0.0	0.0	0.0
r814	627.0	28.0	5.0	71097.23	1.0	1.0	1.0	130504.49	1.0	0.0	1.0
r2961	508.0	31.0	8.0	72541.48	1.0	1.0	0.0	129803.08	0.0	0.0	1.0
r853	627.0	43.0	8.0	71240.3	1.0	0.0	1.0	127734.16	0.0	0.0	1.0
r113	676.0	28.0	1.0	69459.05	2.0	1.0	1.0	128461.29	1.0	0.0	1.0
r617	748.0	34.0	5.0	84009.47	1.0	1.0	1.0	137001.1	0.0	0.0	1.0
r3722	577.0	43.0	8.0	79757.21	1.0	1.0	0.0	135650.72	0.0	1.0	1.0
r2336	736.0	25.0	9.0	81732.88	2.0	1.0	0.0	136497.28	1.0	0.0	0.0
r1174	630.0	21.0	1.0	85818.18	1.0	1.0	1.0	133102.3	0.0	1.0	0.0
r406	748.0	23.0	8.0	85600.08	1.0	0.0	0.0	134077.71	0.0	1.0	0.0
r3787	591.0	40.0	1.0	86376.29	1.0	0.0	1.0	136767.16	0.0	1.0	0.0
r722	709.0	32.0	2.0	87814.89	1.0	1.0	0.0	138578.37	0.0	0.0	0.0
r4519	706.0	30.0	6.0	87609.68	2.0	0.0	0.0	137674.55	0.0	1.0	1.0
r3598	495.0	45.0	3.0	89158.94	3.0	1.0	0.0	135169.76	0.0	1.0	0.0
r124	577.0	41.0	4.0	89015.61	1.0	0.0	1.0	135227.23	0.0	1.0	1.0
r1540	690.0	36.0	10.0	91760.11	1.0	1.0	1.0	135784.94	0.0	1.0	0.0
r1119	539.0	34.0	4.0	91622.42	1.0	1.0	1.0	136603.42	1.0	0.0	0.0
r4005	606.0	47.0	3.0	93578.68	2.0	0.0	1.0	137720.56	0.0	0.0	1.0
r539	734.0	47.0	10.0	91522.04	2.0	1.0	1.0	138835.91	1.0	0.0	0.0
r3605	466.0	40.0	4.0	91592.06	1.0	1.0	0.0	141210.18	0.0	0.0	1.0
r1644	527.0	37.0	5.0	93722.73	2.0	1.0	1.0	139093.73	0.0	1.0	1.0
r1785	744.0	54.0	6.0	93806.31	2.0	0.0	1.0	140068.77	0.0	0.0	1.0
r659	681.0	58.0	8.0	93173.88	1.0	1.0	1.0	139761.25	0.0	0.0	0.0
r3281	710.0	51.0	4.0	93656.95	1.0	0.0	1.0	141400.51	0.0	1.0	0.0
r4635	581.0	43.0	5.0	93259.57	3.0	1.0	0.0	141035.65	1.0	0.0	0.0
r4113	383.0	48.0	8.0	95808.19	1.0	0.0	0.0	137702.01	0.0	1.0	0.0
r2019	793.0	32.0	1.0	96408.98	1.0	1.0	1.0	138191.81	1.0	0.0	0.0
r4692	614.0	37.0	6.0	96340.81	2.0	1.0	1.0	139377.24	1.0	0.0	0.0
r2076	615.0	35.0	2.0	97440.02	2.0	1.0	1.0	139816.1	0.0	0.0	0.0
r4064	721.0	40.0	6.0	100275.88	1.0	1.0	0.0	138564.48	1.0	0.0	1.0
r4687	622.0	34.0	7.0	98675.74	1.0	1.0	0.0	138906.85	1.0	0.0	0.0
r3480	537.0	46.0	5.0	100727.5	1.0	0.0	1.0	140857.76	1.0	0.0	0.0
r3718	847.0	51.0	5.0	97565.74	1.0	0.0	0.0	144184.06	0.0	0.0	1.0
r1789	806.0	34.0	2.0	96152.68	2.0	1.0	0.0	143711.02	1.0	0.0	1.0
r4308	595.0	44.0	4.0	96553.52	2.0	1.0	0.0	143952.24	1.0	0.0	0.0
r1459	782.0	23.0	10.0	98052.66	1.0	1.0	1.0	142587.32	0.0	1.0	1.0
r197	654.0	29.0	4.0	96974.97	1.0	0.0	1.0	141404.07	0.0	0.0	0.0
r3731	489.0	46.0	8.0	92060.06	1.0	1.0	0.0	147222.95	1.0	0.0	0.0
r3683	420.0	55.0	4.0	91893.32	1.0	1.0	0.0	144870.28	0.0	1.0	0.0
r3265	603.0	42.0	8.0	91611.12	1.0	0.0	0.0	144675.3	0.0	1.0	0.0
r3712	741.0	40.0	4.0	104784.23	1.0	1.0	0.0	135163.76	0.0	1.0	1.0
r3706	778.0	37.0	0.0	105617.73	2.0	1.0	1.0	133699.82	1.0	0.0	0.0
r2922	850.0	33.0	3.0	100476.46	2.0	1.0	1.0	136539.13	0.0	1.0	1.0
r3050	568.0	40.0	1.0	99282.63	1.0	0.0	0.0	134600.94	1.0	0.0	1.0
r2945	564.0	30.0	0.0	100954.88	2.0	0.0	0.0	134175.15	1.0	0.0	0.0
r2120	593.0	29.0	5.0	101713.84	3.0	1.0	0.0	134594.99	1.0	0.0	0.0
r4568	561.0	49.0	1.0	102025.32	1.0	1.0	0.0	133051.64	1.0	0.0	0.0
r2810	670.0	32.0	4.0	102954.68	2.0	0.0	1.0	134942.45	1.0	0.0	0.0
r3563	599.0	45.0	10.0	103583.05	1.0	1.0	0.0	132127.69	1.0	0.0	1.0
r2876	766.0	45.0	6.0	97652.96	1.0	1.0	0.0	127332.33	1.0	0.0	0.0
r594	590.0	29.0	10.0	99250.08	1.0	1.0	1.0	129629.41	0.0	1.0	0.0
r3504	549.0	41.0	9.0	95020.8	3.0	1.0	1.0	131710.59	1.0	0.0	1.0
r1606	501.0	27.0	4.0	95331.83	2.0	1.0	0.0	132104.76	1.0	0.0	1.0
r4712	508.0	49.0	1.0	93817.41	2.0	1.0	1.0	132468.76	0.0	0.0	1.0
r3880	720.0	46.0	3.0	97042.6	1.0	1.0	1.0	133516.51	1.0	0.0	1.0
r3530	669.0	44.0	8.0	96418.09	1.0	0.0	0.0	131609.48	0.0	0.0	0.0
r2143	636.0	29.0	3.0	97325.15	1.0	0.0	1.0	131924.38	1.0	0.0	0.0
r2105	522.0	37.0	3.0	95022.57	1.0	1.0	1.0	129107.59	1.0	0.0	0.0
r2482	766.0	36.0	5.0	78381.13	1.0	0.0	1.0	153831.6	0.0	1.0	1.0
r3769	596.0	54.0	0.0	78126.28	1.0	1.0	1.0	153482.91	0.0	1.0	0.0
r1378	725.0	35.0	7.0	75915.75	1.0	1.0	0.0	150507.43	0.0	0.0	1.0
r678	690.0	32.0	2.0	76087.98	1.0	0.0	1.0	151822.66	0.0	1.0	1.0
r2127	699.0	26.0	6.0	79932.41	1.0	0.0	0.0	150242.44	0.0	1.0	1.0
r4958	648.0	43.0	7.0	81153.82	1.0	1.0	1.0	144532.85	0.0	1.0	0.0
r4683	675.0	40.0	8.0	79035.95	1.0	1.0	0.0	142783.98	0.0	1.0	0.0
r3233	811.0	52.0	10.0	76915.4	1.0	0.0	0.0	146359.81	1.0	0.0	1.0
r1734	492.0	30.0	10.0	77168.87	2.0	0.0	1.0	146700.22	1.0	0.0	0.0
r4898	499.0	53.0	1.0	75225.53	2.0	0.0	0.0	144849.1	0.0	1.0	0.0
r2473	539.0	20.0	0.0	83459.86	1.0	1.0	1.0	146752.67	0.0	0.0	1.0
r1385	611.0	68.0	5.0	82547.11	2.0	1.0	1.0	146448.01	0.0	0.0	1.0
r2111	850.0	31.0	6.0	82613.56	2.0	1.0	0.0	149170.92	0.0	1.0	1.0
r2783	725.0	66.0	4.0	86459.8	1.0	1.0	1.0	141476.56	0.0	0.0	1.0
r875	608.0	30.0	8.0	85859.76	1.0	0.0	0.0	142730.27	0.0	0.0	0.0
r1655	444.0	40.0	5.0	84350.07	1.0	1.0	0.0	143835.76	0.0	0.0	0.0
r3850	589.0	19.0	9.0	83495.11	1.0	1.0	1.0	143022.31	1.0	0.0	0.0
r68	571.0	30.0	4.0	85755.86	1.0	1.0	0.0	145115.95	0.0	0.0	0.0
r4217	786.0	33.0	0.0	83036.05	1.0	0.0	1.0	154990.58	0.0	0.0	0.0
r198	701.0	42.0	6.0	86167.82	1.0	1.0	0.0	153342.38	0.0	0.0	0.0
r118	615.0	43.0	3.0	86920.86	1.0	1.0	1.0	150048.37	1.0	0.0	1.0
r23	622.0	31.0	1.0	89688.94	1.0	1.0	1.0	152305.47	0.0	0.0	0.0
r4397	658.0	42.0	8.0	102870.93	1.0	0.0	1.0	103764.55	0.0	0.0	1.0
r2668	561.0	37.0	1.0	100443.36	2.0	0.0	1.0	101693.73	0.0	0.0	1.0
r905	633.0	29.0	8.0	104944.1	1.0	1.0	1.0	97684.46	1.0	0.0	0.0
r4223	544.0	47.0	5.0	105245.21	1.0	0.0	0.0	99922.08	1.0	0.0	1.0
r1122	695.0	31.0	5.0	106089.2	1.0	0.0	0.0	99537.68	0.0	0.0	0.0
r867	458.0	43.0	1.0	106870.12	2.0	1.0	0.0	100564.37	1.0	0.0	0.0
r3521	634.0	48.0	2.0	107247.69	1.0	1.0	1.0	103712.05	1.0	0.0	1.0
r2514	537.0	26.0	7.0	106397.75	1.0	0.0	0.0	103563.23	0.0	0.0	1.0
r1185	694.0	39.0	0.0	107042.74	1.0	1.0	1.0	102284.2	0.0	1.0	1.0
r4345	607.0	39.0	8.0	105103.33	1.0	1.0	0.0	104721.5	1.0	0.0	0.0
r2142	622.0	38.0	4.0	98640.74	1.0	1.0	1.0	110457.99	0.0	0.0	0.0
r1872	706.0	30.0	3.0	98415.37	1.0	1.0	1.0	110520.48	0.0	0.0	1.0
r3012	671.0	45.0	6.0	99564.22	1.0	1.0	1.0	108872.45	1.0	0.0	1.0
r2884	702.0	34.0	4.0	100054.77	1.0	1.0	0.0	109496.45	0.0	0.0	1.0
r1912	581.0	34.0	1.0	101633.04	1.0	1.0	0.0	110431.51	1.0	0.0	0.0
r4840	736.0	36.0	8.0	103914.17	1.0	1.0	1.0	110035.88	1.0	0.0	0.0
r2036	782.0	33.0	2.0	94493.03	1.0	0.0	1.0	101866.39	0.0	0.0	0.0
r941	661.0	28.0	7.0	95357.49	1.0	0.0	0.0	102297.15	0.0	1.0	0.0
r2572	537.0	38.0	1.0	96939.06	1.0	1.0	1.0	102606.92	0.0	1.0	0.0
r2746	652.0	34.0	6.0	97435.85	2.0	1.0	1.0	104331.76	0.0	0.0	0.0
r2267	646.0	73.0	6.0	97259.25	1.0	0.0	1.0	104719.66	0.0	0.0	0.0
r2319	584.0	44.0	5.0	95671.75	2.0	1.0	1.0	106564.88	0.0	0.0	0.0
r891	814.0	44.0	8.0	95488.82	2.0	0.0	0.0	107013.59	1.0	0.0	1.0
r2731	698.0	38.0	10.0	95010.92	1.0	1.0	1.0	105227.86	0.0	1.0	1.0
r1496	651.0	33.0	1.0	96834.78	1.0	1.0	0.0	108764.69	0.0	0.0	0.0
r3161	529.0	63.0	4.0	96134.11	3.0	1.0	0.0	108732.96	0.0	1.0	1.0
r3032	644.0	46.0	9.0	95441.27	1.0	1.0	0.0	108761.05	0.0	0.0	0.0
r737	850.0	40.0	4.0	97990.49	2.0	0.0	0.0	106691.02	1.0	0.0	0.0
r3243	727.0	43.0	2.0	97403.18	1.0	1.0	1.0	107415.02	0.0	1.0	1.0
r1127	674.0	32.0	7.0	85757.93	1.0	1.0	1.0	95481.0	0.0	0.0	0.0
r4011	554.0	46.0	7.0	87603.35	3.0	0.0	1.0	96929.24	0.0	1.0	0.0
r1668	653.0	30.0	2.0	88243.29	2.0	1.0	1.0	96658.26	0.0	1.0	0.0
r538	632.0	38.0	6.0	86569.76	2.0	1.0	0.0	98090.91	1.0	0.0	0.0
r2220	540.0	64.0	1.0	91869.69	1.0	0.0	1.0	95421.0	1.0	0.0	1.0
r393	556.0	39.0	9.0	89588.35	1.0	1.0	1.0	94898.1	0.0	0.0	0.0
r1244	529.0	43.0	6.0	93616.35	2.0	0.0	0.0	98348.66	0.0	0.0	1.0
r2985	479.0	35.0	9.0	92833.89	1.0	1.0	0.0	99449.86	1.0	0.0	1.0
r3370	800.0	40.0	5.0	97764.41	1.0	1.0	0.0	98640.15	0.0	0.0	0.0
r1362	606.0	40.0	9.0	95293.86	2.0	0.0	1.0	96985.58	1.0	0.0	1.0
r4932	634.0	59.0	3.0	95727.05	1.0	0.0	0.0	97939.4	1.0	0.0	0.0
r4285	700.0	46.0	5.0	95872.86	1.0	1.0	0.0	98273.01	0.0	0.0	1.0
r3201	618.0	37.0	5.0	96652.86	1.0	1.0	0.0	98686.4	0.0	0.0	0.0
r525	619.0	38.0	3.0	96143.47	1.0	0.0	0.0	98994.92	0.0	1.0	1.0
r4243	568.0	43.0	5.0	87612.64	4.0	1.0	1.0	107155.4	1.0	0.0	1.0
r1153	570.0	57.0	5.0	86568.75	1.0	0.0	1.0	103660.31	1.0	0.0	0.0
r145	765.0	34.0	5.0	86055.17	2.0	1.0	1.0	104220.5	1.0	0.0	1.0
r4180	498.0	46.0	1.0	91857.66	1.0	1.0	0.0	101954.78	0.0	0.0	1.0
r3873	850.0	44.0	7.0	89118.26	1.0	1.0	0.0	104240.77	0.0	1.0	1.0
r4547	723.0	47.0	10.0	90450.0	2.0	0.0	0.0	103379.31	1.0	0.0	0.0
r2493	770.0	36.0	2.0	89800.14	1.0	1.0	1.0	105922.69	0.0	0.0	1.0
r4490	796.0	56.0	6.0	94231.13	1.0	0.0	0.0	121164.6	0.0	1.0	1.0
r804	723.0	37.0	3.0	94661.53	2.0	1.0	0.0	121239.65	1.0	0.0	1.0
r4984	645.0	41.0	2.0	93925.3	1.0	1.0	0.0	123982.14	1.0	0.0	1.0
r3658	560.0	43.0	4.0	95140.44	2.0	1.0	0.0	123181.44	0.0	1.0	0.0
r4058	780.0	37.0	10.0	95196.26	1.0	1.0	0.0	126310.39	1.0	0.0	0.0
r1237	727.0	18.0	2.0	93816.7	2.0	1.0	0.0	126172.11	1.0	0.0	0.0
r1048	577.0	30.0	8.0	92472.1	2.0	0.0	1.0	126434.61	0.0	0.0	0.0
r391	554.0	44.0	6.0	92436.86	1.0	1.0	0.0	126033.9	0.0	0.0	0.0
r1544	717.0	50.0	9.0	90305.76	1.0	1.0	1.0	124626.57	0.0	0.0	1.0
r345	563.0	30.0	7.0	90727.79	1.0	1.0	0.0	122268.75	0.0	0.0	1.0
r1301	748.0	27.0	2.0	90971.85	1.0	1.0	1.0	131662.47	1.0	0.0	0.0
r2096	631.0	31.0	2.0	88161.85	2.0	1.0	0.0	127630.88	0.0	1.0	0.0
r4991	520.0	46.0	10.0	85216.61	1.0	1.0	0.0	117369.52	0.0	0.0	0.0
r3501	584.0	46.0	6.0	87361.02	2.0	1.0	0.0	120376.87	1.0	0.0	0.0
r4431	707.0	48.0	8.0	88441.64	1.0	1.0	1.0	119903.2	0.0	1.0	1.0
r3302	760.0	49.0	9.0	91502.99	1.0	1.0	0.0	117232.9	1.0	0.0	0.0
r182	565.0	32.0	4.0	90322.99	2.0	0.0	1.0	118740.37	1.0	0.0	0.0
r2099	631.0	55.0	9.0	99685.06	1.0	1.0	0.0	114474.98	0.0	1.0	1.0
r2057	685.0	57.0	7.0	101868.51	1.0	0.0	1.0	113483.96	1.0	0.0	1.0
r2595	696.0	32.0	8.0	101160.99	1.0	1.0	1.0	115916.55	1.0	0.0	1.0
r2191	555.0	27.0	8.0	102000.17	1.0	1.0	1.0	116757.0	0.0	0.0	0.0
r699	733.0	31.0	9.0	102289.85	1.0	1.0	1.0	115441.66	0.0	1.0	0.0
r1559	796.0	32.0	5.0	102773.15	2.0	0.0	1.0	117832.88	0.0	1.0	1.0
r559	718.0	33.0	7.0	102874.28	1.0	0.0	0.0	117841.06	0.0	0.0	1.0
r544	778.0	40.0	8.0	104291.41	2.0	1.0	1.0	117507.11	0.0	1.0	1.0
r3150	516.0	46.0	1.0	104947.72	1.0	1.0	0.0	115789.25	0.0	0.0	0.0
r2914	808.0	33.0	2.0	103516.87	1.0	1.0	0.0	113907.8	0.0	0.0	0.0
r355	501.0	25.0	6.0	104013.79	1.0	1.0	0.0	114774.35	1.0	0.0	1.0
r4992	795.0	33.0	9.0	104552.72	1.0	1.0	1.0	120853.83	1.0	0.0	0.0
r2078	637.0	38.0	3.0	104339.56	1.0	0.0	0.0	119882.86	0.0	0.0	0.0
r1816	516.0	35.0	10.0	104088.59	2.0	0.0	0.0	119666.0	0.0	0.0	1.0
r4911	732.0	48.0	4.0	102962.62	1.0	1.0	0.0	120852.85	1.0	0.0	0.0
r2097	599.0	30.0	9.0	105443.68	1.0	1.0	1.0	121124.53	0.0	0.0	1.0
r3107	543.0	57.0	1.0	106138.33	2.0	1.0	1.0	120657.32	1.0	0.0	0.0
r1952	620.0	42.0	4.0	106920.91	1.0	0.0	1.0	119747.08	0.0	1.0	1.0
r1008	611.0	26.0	2.0	107508.93	2.0	1.0	1.0	120801.65	0.0	0.0	0.0
r1626	738.0	49.0	6.0	106770.82	1.0	1.0	0.0	123499.27	0.0	0.0	1.0
r4364	585.0	55.0	10.0	106415.57	3.0	1.0	1.0	122960.98	0.0	0.0	1.0
r1102	610.0	33.0	4.0	111582.11	1.0	0.0	0.0	113943.17	0.0	0.0	1.0
r4342	661.0	37.0	7.0	109908.06	2.0	1.0	0.0	115037.67	1.0	0.0	1.0
r1897	516.0	45.0	8.0	109044.3	1.0	0.0	1.0	115818.16	0.0	1.0	0.0
r928	703.0	41.0	6.0	109941.51	1.0	1.0	0.0	116267.28	0.0	0.0	0.0
r1916	491.0	68.0	3.0	107571.61	1.0	0.0	1.0	113695.99	0.0	0.0	0.0
r3701	735.0	46.0	2.0	106344.95	1.0	1.0	0.0	114371.33	1.0	0.0	1.0
r1987	676.0	23.0	1.0	107787.47	1.0	0.0	1.0	116378.82	0.0	0.0	1.0
r1404	628.0	39.0	8.0	107553.33	1.0	1.0	0.0	117523.41	0.0	1.0	0.0
r1373	484.0	40.0	7.0	106901.42	2.0	0.0	0.0	118045.98	1.0	0.0	1.0
r3542	623.0	48.0	1.0	108076.33	1.0	1.0	0.0	118855.26	1.0	0.0	0.0
r3398	423.0	36.0	5.0	97665.61	1.0	1.0	0.0	118372.55	0.0	0.0	0.0
r3936	850.0	49.0	8.0	98649.55	1.0	1.0	0.0	119174.88	1.0	0.0	1.0
r4749	657.0	40.0	7.0	99165.84	1.0	0.0	1.0	119333.95	1.0	0.0	1.0
r1582	572.0	31.0	5.0	98108.79	1.0	0.0	1.0	119996.95	0.0	1.0	1.0
r1321	670.0	43.0	1.0	97792.21	1.0	0.0	0.0	120225.62	0.0	1.0	1.0
r3311	500.0	56.0	1.0	100374.58	1.0	1.0	0.0	118490.8	0.0	0.0	1.0
r1940	609.0	32.0	4.0	99883.16	1.0	1.0	1.0	120594.85	0.0	1.0	1.0
r1164	811.0	40.0	1.0	101514.89	1.0	1.0	1.0	121765.0	0.0	0.0	1.0
r625	418.0	28.0	7.0	98738.92	1.0	1.0	0.0	122190.22	0.0	0.0	1.0
r301	637.0	22.0	5.0	98800.0	1.0	1.0	0.0	122865.55	0.0	1.0	0.0
r79	617.0	37.0	9.0	101707.8	1.0	1.0	0.0	123866.28	0.0	1.0	0.0
r4017	491.0	68.0	1.0	95039.12	1.0	0.0	1.0	116471.14	1.0	0.0	0.0
r4804	683.0	40.0	4.0	95053.1	1.0	1.0	1.0	116816.54	0.0	1.0	1.0
r2769	756.0	40.0	1.0	94773.11	1.0	1.0	0.0	114279.63	0.0	0.0	1.0
