CreditScore	Age	Tenure	Balance	NumOfProducts	HasCrCard	IsActiveMember	EstimatedSalary	Geography_Germany	Geography_Spain	Gender_Male
647	26	8	109958.15	1	1	1	136592.24	0	1	0
710	41	9	149155.53	2	1	0	42131.26	1	0	0
638	27	4	135096.05	1	1	1	186523.72	1	0	1
596	54	0	78126.28	1	1	1	153482.91	0	1	0
727	58	5	106913.43	1	1	0	25881.0	1	0	1
839	51	3	0.0	1	1	1	69101.23	0	0	0
850	51	4	124425.99	1	0	0	118545.49	1	0	1
682	29	6	101012.77	1	0	0	32589.89	1	0	0
553	46	3	82291.1	1	1	0	112549.99	1	0	1
794	57	3	117056.46	1	1	0	93336.93	1	0	1
645	49	5	110132.55	3	0	1	187689.91	0	1	0
628	50	4	122227.71	1	0	1	14217.77	1	0	1
629	40	2	121647.54	2	1	1	64849.74	1	0	1
739	58	1	110597.76	1	0	1	160122.66	1	0	1
653	60	2	120731.39	4	1	1	138160.11	0	0	0
783	38	1	0.0	3	1	1	80178.54	0	1	1
780	37	3	0.0	2	0	0	182156.81	0	0	0
645	45	4	0.0	1	0	1	174916.85	0	1	1
778	33	9	151772.63	2	0	0	180249.94	0	0	0
642	56	6	103244.86	2	1	0	143049.72	1	0	0
662	59	2	104568.41	1	1	0	8059.44	1	0	1
591	40	1	86376.29	1	0	1	136767.16	0	1	0
620	70	3	87926.24	2	1	0	33350.26	0	0	0
553	53	5	127997.83	1	1	0	165378.66	1	0	1
685	50	6	94238.75	2	1	1	50664.07	0	0	0
567	59	3	0.0	2	1	0	25843.7	0	0	1
622	52	9	111973.97	1	1	1	162756.29	1	0	0
728	45	3	108924.33	2	1	0	84300.4	1	0	1
483	41	1	118334.44	1	0	0	163147.99	1	0	1
716	66	5	121411.9	1	0	0	10070.4	1	0	1
654	32	9	121455.65	1	1	0	190068.53	0	0	1
807	47	9	167664.83	1	0	0	125440.11	0	0	0
657	38	5	123770.46	1	0	0	47019.66	1	0	0
663	49	7	116150.65	3	1	1	84358.71	1	0	1
476	37	4	0.0	1	1	1	55775.84	0	0	1
551	27	2	113873.22	1	1	1	85129.77	0	1	1
535	49	3	0.0	1	0	0	61820.41	0	0	0
685	40	7	0.0	1	1	0	72852.74	0	0	0
614	46	4	0.0	1	1	0	74379.57	0	0	1
626	44	2	0.0	1	0	1	173117.22	0	0	0
644	32	8	141528.88	1	1	1	167087.34	1	0	0
496	59	7	91680.1	2	1	0	163141.18	1	0	0
639	60	5	162039.78	1	1	1	84361.72	0	0	0
545	53	5	114421.55	1	1	0	180598.28	1	0	1
589	59	2	0.0	2	1	1	126160.24	0	0	0
720	57	1	162082.31	4	0	0	27145.73	1	0	0
641	51	2	117306.69	4	1	1	26912.72	1	0	0
811	46	9	180226.24	1	1	0	13464.64	0	0	1
772	48	6	108736.52	1	1	0	184564.67	1	0	0
762	56	10	100260.88	3	1	1	77142.42	1	0	1
632	48	6	126066.26	1	1	0	64345.61	1	0	1
551	42	2	139561.46	1	1	0	43435.43	0	0	1
841	52	5	0.0	1	0	0	183239.71	0	0	0
469	31	6	0.0	1	1	0	146213.75	0	1	0
602	56	3	115895.22	3	1	0	4176.17	0	0	0
559	45	8	24043.45	1	0	1	169781.45	0	0	1
626	39	10	132287.92	3	1	1	51467.92	1	0	1
672	50	1	0.0	1	1	0	12106.82	0	0	0
808	37	2	100431.84	1	1	0	35140.49	1	0	0
778	29	6	150358.97	1	1	0	62454.01	1	0	0
764	48	1	75990.97	1	1	0	158323.81	0	1	0
850	55	6	0.0	1	1	0	944.41	0	0	1
601	40	3	92055.36	1	0	1	164652.02	0	0	0
624	54	3	116726.22	1	1	0	110498.1	1	0	1
678	26	5	111128.04	1	1	0	60941.27	0	0	1
712	52	9	0.0	1	1	1	117977.45	0	1	1
618	48	7	0.0	1	1	0	13921.82	0	0	1
651	44	2	0.0	3	1	0	102530.35	0	0	1
637	63	5	0.0	1	1	0	28092.77	0	0	0
627	44	6	153548.12	1	0	0	35300.08	0	0	1
695	53	8	95231.91	1	0	0	70140.8	1	0	0
850	45	5	174088.3	4	1	0	5669.31	0	1	0
741	43	0	0.0	2	1	1	2920.63	0	1	1
550	52	5	121016.23	1	1	1	41730.37	1	0	1
598	59	8	118210.42	2	0	0	60192.14	1	0	1
626	47	2	103108.8	1	0	1	166475.44	1	0	0
625	57	7	0.0	1	0	0	84106.17	0	1	0
515	58	2	131852.81	1	1	0	81436.68	0	0	0
612	35	1	0.0	1	1	1	83256.26	0	1	1
604	47	8	62094.71	3	0	0	9308.1	0	0	0
682	55	9	0.0	1	1	0	153356.8	0	0	1
792	47	0	0.0	1	1	1	5557.88	0	1	1
789	53	1	158271.74	1	1	1	5036.39	0	0	0
587	35	5	121863.61	1	1	1	23481.69	1	0	1
589	19	9	83495.11	1	1	1	143022.31	1	0	0
589	45	1	0.0	1	0	0	125939.22	0	1	0
850	40	6	0.0	1	1	0	136985.08	0	0	1
726	51	8	107494.86	2	1	0	140937.91	1	0	0
767	47	2	0.0	1	1	0	48161.18	0	1	1
526	50	5	124233.24	1	0	1	159456.87	1	0	1
768	26	5	51116.26	1	1	1	70454.79	0	0	0
587	40	2	0.0	4	0	1	106174.7	0	0	1
667	56	8	137464.04	1	1	0	130846.79	1	0	0
536	35	8	0.0	1	1	0	171840.24	0	0	0
753	46	8	0.0	3	1	0	90747.94	0	0	1
502	42	0	132002.7	1	0	1	28204.98	1	0	0
766	62	7	142724.48	1	0	1	5893.23	1	0	0
714	53	1	99141.86	1	1	1	72496.05	1	0	1
706	46	2	127660.46	2	1	0	150156.82	0	1	0
476	34	8	111905.43	1	0	1	197221.81	1	0	0
538	68	9	0.0	2	1	0	110440.5	0	1	1
544	44	2	108895.93	1	0	0	69228.2	1	0	1
573	56	3	154669.77	1	0	1	115462.27	0	1	1
692	31	2	0.0	2	1	0	91829.17	0	0	0
705	35	5	0.0	1	1	0	133991.11	0	0	0
727	52	1	154733.97	1	1	0	80259.67	0	1	0
576	41	4	112609.91	1	0	0	191035.18	0	0	0
850	44	7	89118.26	1	1	0	104240.77	0	1	1
616	43	3	120867.18	1	1	0	18761.92	0	1	0
507	31	2	134237.07	1	1	1	166423.66	1	0	1
708	64	5	0.0	3	0	1	112520.07	0	1	0
580	38	9	115442.19	2	1	0	128481.5	1	0	1
554	30	6	135370.12	1	1	1	179689.05	0	1	1
549	54	5	92877.33	1	1	0	2619.64	1	0	1
720	46	3	97042.6	1	1	1	133516.51	1	0	1
743	41	7	0.0	1	1	0	163736.09	0	1	1
615	24	8	108528.07	2	0	0	179488.41	1	0	1
686	45	3	74274.87	3	1	0	64907.48	0	1	1
781	48	9	82794.18	1	1	0	124720.68	1	0	0
573	50	0	159304.07	1	0	1	155915.24	0	1	1
563	35	2	183572.84	1	1	1	66006.75	0	0	0
546	45	2	0.0	1	0	0	197789.83	0	1	0
719	37	9	101455.7	1	1	0	25803.59	0	0	0
438	59	7	127197.14	1	1	0	51565.98	1	0	1
670	40	3	47364.45	1	1	1	148579.43	0	0	0
670	45	9	104930.38	1	1	0	155921.81	0	0	0
766	34	6	106434.94	1	0	1	137995.66	1	0	0
710	46	10	120530.34	1	1	0	166586.99	1	0	0
602	43	2	113641.49	4	1	0	115116.35	1	0	0
756	41	6	149049.92	1	0	1	50422.36	1	0	1
657	42	5	41473.33	1	1	0	112979.6	0	1	1
626	38	7	141074.59	1	1	0	52795.56	0	0	1
698	64	1	169362.43	1	1	0	84760.32	1	0	0
736	24	0	0.0	2	1	0	109355.73	0	0	0
666	50	7	109062.28	1	1	1	140136.1	1	0	0
812	49	8	66079.45	2	0	0	91556.57	0	1	0
615	36	6	0.0	1	1	1	27011.8	0	0	1
635	32	8	0.0	2	1	1	19367.98	0	1	0
850	70	1	96947.58	3	1	0	62282.99	1	0	0
612	33	5	69478.57	1	1	0	8973.67	0	1	1
516	53	1	156674.2	1	1	0	118502.34	1	0	0
826	56	8	174506.1	2	0	1	161802.82	0	1	0
539	38	8	105435.74	1	0	0	80575.44	1	0	0
713	47	1	0.0	1	1	0	107825.08	0	1	0
698	45	5	164450.94	1	1	0	141970.02	0	1	1
634	45	2	0.0	4	1	0	101039.53	0	0	0
666	51	2	148222.65	1	0	0	156953.54	0	0	1
497	32	8	111537.23	4	1	1	9497.99	1	0	0
652	46	10	121063.8	3	1	0	151481.86	1	0	1
664	44	8	142989.69	1	1	1	115452.51	0	0	0
850	39	6	206014.94	2	0	1	42774.84	0	1	1
727	37	9	101191.83	1	1	1	34551.35	1	0	1
791	42	10	113657.41	2	0	1	139946.68	1	0	0
850	37	9	122506.38	1	0	1	199693.84	1	0	1
635	58	1	0.0	1	1	1	58907.08	0	0	0
537	59	9	0.0	2	0	0	103799.77	0	0	1
651	46	4	89743.05	1	1	0	156425.57	0	1	0
688	35	6	0.0	1	1	0	25488.43	0	1	0
528	62	7	133201.17	1	0	0	168507.68	1	0	0
705	64	3	153469.26	3	0	0	146573.66	1	0	0
534	52	1	0.0	3	1	1	104035.41	0	0	1
834	36	8	142882.49	1	1	0	89983.02	0	0	1
743	65	2	131935.51	1	1	1	96399.67	1	0	1
706	46	4	105214.58	1	1	0	108699.59	1	0	0
797	55	10	0.0	4	1	1	49418.87	0	0	0
653	51	3	0.0	1	1	0	170426.65	0	0	1
850	42	8	119839.69	1	0	1	51016.02	1	0	1
748	49	7	29602.08	1	0	0	163550.58	0	0	0
708	47	0	126589.12	2	0	1	132730.07	0	0	0
629	46	1	130666.2	1	1	1	161125.67	0	0	1
850	49	8	98649.55	1	1	0	119174.88	1	0	1
610	45	3	0.0	1	1	0	38276.84	0	1	0
687	44	9	0.0	2	0	0	103042.2	0	0	0
597	60	0	131778.08	1	0	0	10703.53	0	0	0
689	57	4	0.0	2	1	0	136649.8	0	1	0
489	51	3	0.0	2	0	1	174098.28	0	0	0
578	31	5	102088.68	4	0	0	187866.21	1	0	0
749	54	3	144768.94	1	1	0	93336.3	1	0	1
443	50	3	117206.3	1	1	0	42840.18	1	0	1
616	45	6	128352.59	3	1	1	144000.59	1	0	0
706	48	10	104478.12	3	0	1	158248.71	1	0	0
536	53	2	143923.96	1	1	0	2019.78	0	1	1
771	45	0	139825.56	1	0	0	170984.97	0	1	1
537	48	4	131834.8	1	1	0	166476.95	1	0	1
844	56	5	99529.7	1	0	1	157230.06	0	1	1
474	54	3	0.0	1	1	0	108409.17	0	0	1
566	35	1	123042.0	1	1	0	66245.44	1	0	0
683	42	4	148283.94	1	1	1	44692.63	0	0	0
619	38	1	0.0	1	1	0	112442.63	0	1	0
638	53	1	123916.67	1	1	0	16657.68	1	0	0
590	54	4	0.0	2	1	1	93820.49	0	0	0
702	40	1	103549.24	1	0	0	9712.52	0	0	0
651	45	2	165901.59	2	1	0	23054.51	0	0	1
757	51	1	0.0	1	1	1	22835.13	0	0	0
768	49	1	133384.66	1	1	0	102397.22	1	0	1
537	37	7	158411.95	4	1	1	117690.58	1	0	0
661	64	8	128751.65	2	1	0	189398.18	1	0	0
708	59	2	0.0	1	1	0	179673.11	0	0	0
785	39	1	130147.98	1	1	0	163798.41	0	0	0
599	31	3	0.0	1	1	1	130086.47	0	1	0
613	40	1	147856.82	3	0	0	107961.11	1	0	1
850	53	7	65407.16	2	0	0	182633.63	0	1	0
664	53	7	187602.18	1	1	0	186392.99	0	1	0
691	41	2	0.0	1	1	1	56850.92	0	0	1
551	52	1	0.0	1	0	0	63584.55	0	0	1
745	32	2	0.0	4	0	1	179705.13	0	0	0
636	52	4	111284.53	1	0	1	32936.44	0	1	1
752	35	2	0.0	1	1	0	44335.54	0	1	0
531	53	5	127642.44	1	1	0	141501.45	0	0	0
587	44	5	125584.17	2	1	1	41852.24	1	0	0
683	56	7	50911.21	3	0	0	97629.31	0	1	1
516	27	9	0.0	1	1	0	142680.64	0	0	1
663	22	9	0.0	1	1	0	29135.89	0	1	0
737	54	9	0.0	1	1	0	83470.4	0	0	1
669	50	4	149713.61	3	1	1	124872.42	0	0	1
648	43	1	107963.38	1	0	0	186438.86	1	0	0
783	44	3	81811.71	1	1	0	164213.53	0	1	0
678	49	2	116933.11	1	1	0	195053.58	1	0	1
691	41	8	109153.96	3	1	1	148848.76	1	0	0
707	51	10	98438.23	1	0	0	70778.63	1	0	0
803	32	9	192122.84	1	1	1	54277.45	0	0	0
673	59	0	178058.06	2	0	1	21063.71	0	0	1
540	48	2	109349.29	1	1	0	88703.04	0	0	1
407	37	1	0.0	1	1	1	49161.12	0	1	1
748	60	0	152335.7	1	1	0	126743.33	0	0	1
562	51	1	124662.54	1	1	1	65390.46	0	0	0
717	36	2	99472.76	2	1	0	94274.72	0	0	0
526	33	8	114634.63	2	1	0	110114.38	0	1	0
702	26	5	56738.47	2	1	1	100442.22	0	0	1
641	40	9	0.0	1	0	0	151648.66	0	0	0
580	24	1	133811.78	1	1	0	17185.95	1	0	1
616	37	5	144235.73	2	0	0	154957.66	0	0	1
640	43	9	172478.15	1	1	0	191084.4	0	1	1
546	47	8	0.0	1	1	1	66408.01	0	0	0
466	41	3	33563.95	2	1	0	178994.13	0	0	0
621	40	8	174126.75	3	1	0	172490.78	1	0	1
638	55	2	155828.22	1	0	1	108987.25	0	1	0
628	38	10	113525.84	1	1	0	46044.48	1	0	1
667	23	6	136100.69	2	0	0	169669.33	0	1	0
606	47	3	93578.68	2	0	1	137720.56	0	0	1
794	62	9	123681.32	3	1	0	173586.63	0	0	0
796	52	9	167194.36	1	1	1	62808.93	1	0	0
722	43	1	0.0	1	1	0	44560.17	0	1	1
590	43	7	81076.8	2	1	1	182627.25	0	0	1
502	57	3	101465.31	1	1	0	43568.31	1	0	0
554	46	7	87603.35	3	0	1	96929.24	0	1	0
575	49	7	121205.15	4	1	1	168080.53	1	0	1
480	47	8	75408.33	1	1	0	25887.89	0	1	1
672	40	3	0.0	1	1	0	113171.61	0	0	0
556	51	8	61354.14	1	1	0	198810.65	0	0	0
823	53	4	124954.94	1	0	1	131259.6	1	0	0
491	68	1	95039.12	1	0	1	116471.14	1	0	0
745	44	0	119638.21	1	1	1	34265.08	1	0	0
728	37	3	122689.51	2	0	0	106977.53	0	0	1
478	38	4	171913.87	1	1	0	51820.87	0	0	0
769	34	7	137239.17	1	1	1	71379.92	1	0	0
536	61	8	65190.29	1	1	1	64308.49	0	0	0
753	46	3	111512.75	3	1	0	159576.75	1	0	0
587	45	8	134980.74	1	1	1	123309.57	1	0	0
724	41	4	142880.28	3	0	0	185541.2	0	1	0
547	49	8	121537.71	2	1	0	46521.45	1	0	1
740	43	9	0.0	1	1	0	199290.68	0	1	1
543	42	4	89838.71	3	1	0	85983.54	0	0	1
688	39	0	0.0	2	1	0	53222.15	0	0	0
650	55	2	140891.46	3	1	1	179834.45	1	0	0
595	45	9	106000.12	1	0	0	191448.96	1	0	0
783	58	3	127539.3	1	1	1	96590.39	1	0	0
671	51	3	96891.46	1	1	0	176403.33	1	0	1
678	60	8	185648.56	1	0	0	192156.54	0	0	1
533	49	1	102286.6	3	1	0	69409.37	1	0	0
542	54	8	105770.14	1	0	1	140929.98	0	1	1
821	38	8	0.0	2	0	1	126241.4	0	1	0
850	55	10	98488.08	1	1	0	155879.57	0	0	0
698	51	6	144237.91	4	1	0	157143.61	0	0	0
700	47	4	0.0	1	1	0	121798.52	0	1	1
646	31	2	0.0	1	1	1	170821.43	0	1	1
726	29	7	0.0	2	1	1	91844.14	0	0	1
591	27	5	107812.67	1	0	1	162501.83	0	1	0
670	31	2	57530.06	1	1	1	181893.31	0	0	0
764	39	9	138341.51	1	1	0	50072.94	1	0	0
683	30	2	0.0	2	0	1	100496.84	0	0	0
597	22	6	101528.61	1	1	0	70529.0	1	0	0
742	55	5	155196.17	1	0	1	121207.66	1	0	1
740	57	3	113386.36	2	1	1	65121.63	1	0	0
576	24	3	0.0	1	0	1	78498.04	0	0	1
571	37	9	139592.98	3	1	0	104152.65	1	0	1
822	38	6	128289.7	3	1	0	9149.96	0	0	1
559	46	5	0.0	1	1	0	21006.1	0	0	0
731	49	4	88826.07	1	1	1	33759.41	1	0	0
678	41	1	143443.61	1	1	0	196622.28	0	0	0
645	68	9	0.0	4	1	1	176353.87	0	0	0
655	40	0	81954.6	1	1	1	198798.44	1	0	0
780	37	10	95196.26	1	1	0	126310.39	1	0	0
740	44	9	0.0	1	0	1	96528.0	0	0	1
799	63	1	110314.21	2	1	0	37464.0	0	0	0
713	48	1	163760.82	1	0	0	157381.14	0	1	0
547	44	5	0.0	3	0	0	5459.07	0	1	0
680	34	6	146422.22	1	1	0	67142.97	1	0	1
721	40	6	100275.88	1	1	0	138564.48	1	0	1
850	47	6	0.0	1	1	0	187391.02	0	0	1
510	31	0	113688.63	1	1	0	33099.41	1	0	1
569	28	3	100032.52	1	1	0	5159.21	1	0	0
386	53	1	131955.07	1	1	1	62514.65	0	1	0
795	56	9	94348.94	1	1	0	29239.29	1	0	0
619	44	6	52831.13	1	1	1	112649.22	0	1	0
572	51	8	97750.07	3	1	1	193014.26	1	0	1
605	51	9	104760.82	1	1	1	165574.54	0	0	0
534	49	7	0.0	1	1	0	13566.48	0	0	0
622	42	9	115766.26	1	0	0	72155.85	1	0	1
743	45	10	144677.19	3	1	0	22512.44	1	0	1
529	43	0	123815.86	1	1	1	78463.99	0	0	0
720	59	6	0.0	2	1	1	160849.43	0	1	0
637	46	2	143500.82	1	1	0	166996.46	1	0	0
530	55	4	120905.03	1	0	1	123475.88	0	0	0
815	57	5	0.0	3	0	0	38941.44	0	1	0
715	34	9	102277.52	1	0	0	177852.57	1	0	0
496	55	4	125292.53	1	1	1	31532.96	1	0	0
649	32	1	0.0	1	0	1	91167.19	0	1	1
547	41	3	151191.31	1	1	0	175295.89	1	0	1
477	57	9	114023.64	2	1	1	71167.17	0	0	0
592	35	6	80285.16	1	1	0	72678.75	0	1	1
839	47	2	136911.07	1	1	1	168184.62	1	0	1
684	42	1	117691.0	1	1	1	23135.65	1	0	1
771	51	5	135506.58	3	1	1	152479.64	0	1	1
538	62	3	75051.49	1	0	0	17682.02	0	0	0
575	52	8	123925.23	1	0	0	111342.66	0	1	1
682	41	6	0.0	2	0	1	134158.09	0	0	1
712	33	3	153819.58	1	1	0	79176.09	0	0	1
813	36	6	98088.09	1	0	1	26687.22	1	0	0
642	48	9	118317.27	4	0	0	78702.98	0	0	1
574	54	1	99774.5	1	0	0	4896.11	1	0	1
735	38	1	0.0	3	0	0	92220.12	0	0	0
738	44	2	0.0	2	1	0	43018.82	0	1	1
831	44	3	111100.98	1	1	1	28144.07	1	0	1
779	48	2	115290.27	1	0	0	98912.69	0	0	0
740	56	4	99097.33	1	1	1	85016.64	0	1	0
580	44	9	143391.07	1	0	0	146891.07	1	0	1
690	43	2	166522.78	1	0	0	119644.59	1	0	1
613	43	10	120481.69	1	0	0	94875.03	1	0	0
608	44	5	126147.84	1	0	1	132424.69	1	0	0
558	45	1	153697.53	2	0	0	89891.4	0	0	0
805	45	9	116585.97	1	1	0	189428.75	1	0	0
704	39	10	102556.18	2	1	0	171971.25	1	0	0
828	47	1	109876.82	2	1	0	83611.45	0	1	1
577	44	1	152086.15	1	0	1	44719.5	1	0	0
748	45	2	119852.01	1	0	0	73853.94	1	0	1
580	36	6	145387.32	2	1	1	169963.2	1	0	0
383	48	8	95808.19	1	0	0	137702.01	0	1	0
583	40	3	54428.37	1	1	0	109638.78	0	1	0
588	48	1	143279.58	2	1	0	31580.8	1	0	0
641	65	6	38340.02	1	1	0	32607.77	0	0	1
678	43	1	133237.21	1	1	0	111032.79	0	0	1
648	32	8	157138.99	3	1	0	190994.48	1	0	0
737	43	0	80090.93	1	1	0	39920.0	0	0	1
682	35	2	181166.44	1	1	1	63737.19	0	0	0
688	38	7	148045.68	1	1	0	175479.92	0	0	1
677	34	3	126729.41	1	1	1	26106.39	1	0	1
850	36	5	119984.07	1	1	0	191535.11	1	0	1
771	56	2	0.0	1	1	1	25222.6	0	1	0
569	35	2	109196.66	3	1	0	109393.19	1	0	1
684	38	3	134168.5	3	1	0	3966.5	0	1	0
566	65	4	120100.41	1	1	0	107563.16	1	0	1
715	37	9	105489.31	1	0	0	143096.49	1	0	0
617	50	7	0.0	1	1	0	184839.7	0	1	1
597	35	9	0.0	3	0	1	73181.39	0	1	1
579	50	5	117721.02	1	0	1	192146.63	1	0	0
492	52	8	125396.24	1	1	0	10014.72	1	0	0
626	43	4	137638.69	1	1	0	130442.08	0	0	1
644	44	5	73348.56	1	1	0	157166.79	0	0	1
477	24	2	95675.62	2	0	0	162699.7	1	0	0
616	36	6	0.0	1	1	1	12916.32	0	1	0
717	42	5	190305.78	1	1	0	99347.8	0	1	0
526	35	9	118536.4	1	1	0	40980.87	1	0	0
695	63	1	146202.93	1	1	1	126688.83	0	1	1
747	41	9	0.0	1	1	0	32430.94	0	1	1
546	52	2	0.0	1	1	0	137332.37	0	0	0
667	71	4	137260.78	1	0	1	94433.08	0	1	1
636	60	7	124447.73	1	1	1	141364.62	0	1	1
667	42	7	0.0	1	0	1	108348.94	0	0	1
757	30	6	161378.02	1	0	0	71926.28	1	0	0
615	61	1	104267.7	1	1	0	62845.64	0	0	0
705	47	3	63488.7	1	0	1	28640.92	0	1	0
644	46	6	12459.19	1	0	0	156787.34	0	1	0
447	41	3	0.0	4	1	1	197490.39	0	0	1
625	49	4	128504.76	1	1	0	126812.63	1	0	0
732	45	6	98792.4	1	1	0	81491.7	1	0	0
660	35	9	113948.58	1	1	0	188891.96	1	0	1
696	49	5	97036.22	2	1	0	152450.84	1	0	1
535	38	8	127475.24	1	0	0	60775.76	1	0	1
674	45	7	144889.18	1	1	1	102591.9	0	0	1
829	22	7	150126.44	1	1	0	152107.93	0	0	0
832	61	2	0.0	1	0	1	127804.66	0	0	1
747	37	9	135776.36	3	1	0	85470.45	1	0	1
681	44	4	91115.76	2	0	0	24208.84	1	0	0
593	39	8	151391.68	1	1	0	27274.6	1	0	0
684	40	2	70291.02	1	1	1	115468.84	0	1	1
602	42	10	0.0	2	0	0	169921.11	0	0	0
689	55	1	76296.81	1	1	0	42364.75	1	0	0
809	42	6	64497.94	3	0	1	182436.81	1	0	0
625	45	3	0.0	1	1	1	184474.15	0	0	0
584	50	1	0.0	1	0	1	152567.75	0	1	0
625	35	5	86147.46	2	1	0	163440.8	1	0	0
684	60	2	116563.58	1	1	0	120257.7	0	0	1
671	47	7	114603.76	2	1	0	153194.32	1	0	0
751	51	7	148074.79	1	1	0	146411.41	1	0	0
636	36	1	0.0	3	1	1	74048.1	0	1	1
607	62	8	108004.64	1	1	1	23386.77	0	1	0
635	27	8	127471.56	1	1	1	152916.05	0	0	0
656	49	9	97092.87	1	1	0	74771.22	1	0	0
793	32	2	0.0	2	1	0	193817.63	0	0	1
669	51	3	88827.53	1	0	0	85250.77	0	1	1
676	49	1	0.0	1	1	0	79342.31	0	0	0
517	45	4	0.0	1	0	0	172674.36	0	0	0
596	40	5	62389.03	3	1	0	148623.43	1	0	1
498	46	1	91857.66	1	1	0	101954.78	0	0	1
594	56	7	0.0	1	1	0	26215.85	0	0	0
570	30	10	176173.52	1	1	0	97045.32	0	0	0
735	53	8	123845.36	2	0	1	170454.93	0	0	0
479	33	2	208165.53	1	0	0	50774.81	0	0	0
598	40	9	0.0	1	1	0	68462.59	0	0	0
732	55	9	136576.02	1	0	1	3268.17	0	0	1
675	33	0	141816.25	1	1	0	64815.05	1	0	0
443	54	3	138547.97	1	1	1	70196.23	0	0	0
570	29	4	153040.03	1	1	1	131363.57	0	0	0
692	45	6	142084.04	4	1	0	188305.85	1	0	1
749	46	9	66582.81	1	1	0	78753.12	0	1	0
679	47	10	198546.1	2	1	0	191198.92	0	0	1
555	44	3	105770.7	3	1	0	60533.96	0	0	0
751	48	9	0.0	1	1	0	137508.42	0	0	0
595	53	7	0.0	2	1	0	41371.68	0	0	0
577	43	3	127940.47	1	0	0	125140.72	1	0	0
656	46	7	141535.52	1	1	0	50595.15	1	0	0
569	41	4	120243.49	1	1	0	163150.03	0	0	1
588	22	9	67178.19	1	1	1	163534.75	0	1	0
849	41	6	0.0	2	1	1	169203.51	0	0	0
517	53	0	109172.88	1	1	0	54676.1	1	0	1
742	44	8	107926.02	1	0	1	17375.27	1	0	0
834	57	8	112281.6	3	1	0	140225.14	1	0	0
590	29	10	0.0	1	1	1	51907.72	0	1	1
748	39	9	132865.56	1	1	1	59636.43	0	0	0
598	48	6	120682.53	1	1	0	30635.52	0	0	1
579	42	0	144386.32	1	1	1	22497.1	1	0	1
548	49	9	108437.89	1	0	0	127022.87	1	0	1
537	38	10	0.0	1	0	0	52337.97	0	0	0
527	35	8	0.0	1	1	0	98031.53	0	1	0
668	53	10	110240.04	1	0	0	183980.56	0	0	0
629	37	10	99546.25	3	0	1	25136.95	0	0	0
775	30	5	0.0	1	1	0	193880.6	0	0	0
520	45	1	123086.39	1	1	1	41042.4	1	0	0
535	48	9	109472.47	1	1	0	157358.43	0	1	1
694	35	7	0.0	1	1	0	133570.43	0	1	0
786	33	0	83036.05	1	0	1	154990.58	0	0	0
646	50	5	142644.64	2	1	1	142208.5	0	1	0
659	44	9	23503.31	1	0	1	169862.01	0	0	0
633	47	0	0.0	1	1	1	6342.84	0	0	0
668	56	9	110993.79	1	1	0	134396.64	1	0	1
754	39	7	157691.98	2	1	0	133600.89	0	1	1
544	47	5	105245.21	1	0	0	99922.08	1	0	1
691	37	7	123067.63	1	1	1	98162.44	1	0	0
659	42	2	0.0	1	0	0	162734.31	0	1	0
526	52	8	93590.47	1	0	1	21228.71	0	0	1
519	38	1	114141.64	1	1	1	60988.21	1	0	1
482	45	7	156353.46	1	1	0	72643.95	1	0	1
561	27	9	135637.0	1	1	0	153080.4	0	0	0
575	47	9	107915.94	2	1	1	63452.18	1	0	1
532	52	9	137755.76	1	1	0	163191.99	1	0	1
833	32	6	0.0	1	1	1	44323.22	0	1	1
736	50	9	116309.01	1	1	0	185360.4	1	0	1
581	26	3	105099.45	1	1	1	184520.0	1	0	0
627	44	5	0.0	2	1	0	82969.61	0	0	0
619	44	3	116967.68	1	1	0	5075.17	0	0	1
686	60	9	0.0	3	1	1	75246.21	0	0	1
652	51	3	0.0	1	1	0	173989.47	0	0	0
477	47	9	144900.58	1	1	0	61315.37	0	0	1
632	41	8	127205.32	4	1	0	93874.87	1	0	1
756	26	5	155143.52	1	0	1	135034.57	1	0	0
619	41	8	0.0	3	1	1	79866.73	0	1	0
568	43	5	87612.64	4	1	1	107155.4	1	0	1
731	37	3	116880.53	1	0	0	172718.35	1	0	1
775	48	4	178144.91	2	0	0	50168.41	0	1	1
618	37	5	0.0	1	0	1	178705.45	0	0	1
835	47	5	108289.28	2	1	1	45859.55	1	0	0
581	54	2	152508.99	1	1	0	187597.98	1	0	0
497	29	4	85646.81	1	0	0	63233.02	0	0	0
690	40	9	77641.99	1	0	0	189051.59	0	0	0
513	45	0	164649.52	3	1	0	49915.52	0	0	0
762	46	6	123571.77	3	0	1	57014.17	1	0	1
631	48	1	106396.48	1	1	1	150661.42	1	0	1
725	47	1	104887.43	1	0	0	86622.56	1	0	0
633	40	4	150578.0	1	0	1	34670.62	0	0	1
395	34	5	106011.59	1	1	1	17376.57	1	0	0
547	55	4	111362.76	3	1	0	16922.28	1	0	1
609	37	1	39344.83	1	1	1	178291.89	0	0	1
513	44	1	63562.02	2	0	1	52629.73	0	0	1
705	48	9	114169.16	1	0	0	173273.2	1	0	1
747	49	6	202904.64	1	1	1	17298.72	0	0	1
511	46	1	0.0	1	1	1	115779.48	0	0	0
743	43	2	161807.18	2	0	1	93228.86	0	1	1
532	52	3	110791.97	1	1	0	148704.77	1	0	1
554	54	6	108755.0	1	1	0	40914.32	1	0	0
757	55	9	117294.12	4	1	0	94187.47	0	1	0
