id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1197624480016869589,UG700/市政府捷運站/台北101/永吉30巷商圈/松菸文創園區/6-12ppl/電梯/3B2b,328934808,楷文,,信義區,25.04287,121.56894,Entire home/apt,3424,28,3,2024-08-25,0.60,37,176,3,
1197667862368907162,Meaw for traveler / 205 monthly rental 位在市中心，雙捷運站,289060981,Yuwen,,中山區,25.04976779447876,121.52116351547006,Private room,2157,30,3,2024-12-24,1.41,14,303,3,
1197801656239821746,*Best choice for backpacker*/Monthly Rental 05,289060981,Yuwen,,中山區,25.050176165525663,121.52025550603867,Private room,1286,28,3,2024-11-12,0.55,14,274,3,
1198139200386218031,僅供月租!台北車站/機捷A1/北門/松山機場捷運直達 分租房源,20299930,Jeng Ling,,大同區,25.05175338392094,121.51322003318677,Entire home/apt,,30,0,,,1,0,0,
1198383044988400691,東門舒適雙床房｜Dongmen Twin Room,122764186,Kyo,,大安區,25.029615956005184,121.52862556627177,Entire home/apt,3748,1,7,2024-12-15,1.59,86,63,7,
1198390165855043661,東門精緻雙床房|Dongmen Twin Room,122764186,Kyo,,大安區,25.031518732639828,121.52714447874625,Entire home/apt,3426,1,7,2024-12-15,1.34,86,63,7,
1198392722320801062,東門舒適雙床房｜Dongmen Twin Room,122764186,Kyo,,大安區,25.02942222601493,121.52839463772538,Entire home/apt,3748,1,4,2024-11-25,0.88,86,64,4,
1198394831519177784,東門寬敞四人房｜Dongmen Quad Room,122764186,Kyo,,大安區,25.029422022831078,121.52747894494114,Entire home/apt,,1,2,2024-09-01,0.42,86,0,2,
1198398801844092178,東門寬敞四人房｜Dongmen Quad Room,122764186,Kyo,,大安區,25.029769436404653,121.52713440900298,Entire home/apt,,1,1,2024-09-02,0.25,86,0,1,
1198400636265646309,東門寬敞四人房｜Dongmen Quad Room,122764186,Kyo,,大安區,25.031267525378833,121.52686569714909,Entire home/apt,,1,1,2024-08-25,0.23,86,0,1,
1198402148288764422,東門寬敞四人房｜Dongmen Quad Room,122764186,Kyo,,大安區,25.03156,121.5287,Entire home/apt,,1,3,2024-09-29,0.69,86,0,3,
1198404312263839170,東門精緻雙人房 | Dongmen Double Room,122764186,Kyo,,大安區,25.03167572910938,121.52689596363008,Entire home/apt,2786,1,13,2024-12-08,3.00,86,63,13,
1198458355028452737,【New】Q國賓飯店｜商務套房｜近西門｜中山市集｜高爾夫球道｜電梯｜洗脫烘｜台北第二個家｜友善外國人,490134486,Hung Chih,,中山區,25.05763,121.52423,Entire home/apt,6304,2,1,2024-12-11,1,41,358,1,
1198468421564174226,溫馨兩房，西門町商圈、西門捷運站走路3分鐘BL-11,158945627,Ivory,,萬華區,25.03971,121.50614,Entire home/apt,4631,5,18,2024-12-16,3.51,15,184,18,
1198470884148170698,【Web】雙捷運｜近西門步行街｜中山文青市集｜新電梯｜飯店套房｜高爾夫球道｜頂級設備｜可住1~4人」,565465307,Son,,中山區,25.05718173352953,121.52384704739018,Entire home/apt,5974,2,0,,,40,245,0,
1198501889560208573,小巧溫馨的兩房一廳電梯大樓，三分鐘到西門捷運站與西門商圈MRT BL-11,158945627,Ivory,,萬華區,25.03995,121.50644,Entire home/apt,4502,5,17,2024-12-24,3.17,15,116,17,
1198902079124513388,［月租］6 mins to MRT Aprt. 2-4ppl 台北京站中山雙捷運/兩房一廳/寧夏夜市,291283304,Naomi,,大同區,25.050001942828647,121.51578197498199,Entire home/apt,1869,2,3,2024-10-02,0.76,31,23,3,
1198911922071163732,［月租］6 mins to MRT Aprt. 2-4ppl 台北京站中山雙捷運/兩房一廳/寧夏夜市,291283304,Naomi,,大同區,25.05133,121.51562,Entire home/apt,,2,1,2024-08-20,0.22,31,0,1,
1198919126879290288,［月租］6 mins to MRT Aprt. 2-4ppl 台北京站中山雙捷運/兩房一廳/寧夏夜市,291283304,Naomi,,大同區,25.051841042176534,121.51670846051942,Entire home/apt,,2,9,2024-12-08,1.88,31,0,9,
1198928984290992590,［月租］6 mins to MRT Aprt. 2-3ppl 台北京站中山雙捷運/兩房一廳/寧夏夜市,291283304,Naomi,,大同區,25.052063663280386,121.51583984025103,Entire home/apt,,2,6,2024-11-05,1.29,31,2,6,
1199042834911299854,【meet】10西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.060761185460425,121.52624073210974,Entire home/apt,5111,30,0,,,26,253,0,
1199068786115411471,Traveler’s Dream 2-4ppl in Da’An Central Taipei IV,576044022,Bi Qiong,,大安區,25.04220550022179,121.54538076370955,Entire home/apt,2921,3,4,2024-10-12,0.85,24,58,4,
1199095494046543973,【meet】11西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.060736048028442,121.52627449578249,Entire home/apt,5111,30,1,2024-08-30,0.24,26,222,1,
1199237946245765641,A cozy room in a big house.,27387698,Tina,,大安區,25.02812972525488,121.54232807457447,Private room,1500,1,1,2024-08-12,0.21,2,269,1,
1199329829789122891,Perfect for Families2-4ppl in Da’An Central Taipei,576044022,Bi Qiong,,大安區,25.04220550022179,121.54538076370955,Entire home/apt,3411,3,2,2024-12-13,2,24,332,2,
1200462354030125308,全新古典新美式綠景捷運宅,589724738,膺任,,內湖區,25.0744394,121.5859024,Entire home/apt,4643,1,3,2024-12-08,0.63,1,364,3,
1200590381747901680,"Garden Apartments, In the heart of Taipei city!",171974684,Win,,中正區,25.04862,121.51866,Entire home/apt,3897,2,4,2024-11-10,1.29,12,157,4,
1201026600457528155,Cozy Spot,512553598,Tzu,,中正區,25.0438353,121.5089086,Entire home/apt,1709,3,8,2024-12-17,1.59,2,162,8,
1201277446611143501,Hömeÿ Wařm 秋韻＊ | 西門町商圈 \西門捷運 \電梯大樓\雙人床\專屬衛浴\洗衣機,651807716,Ina,,萬華區,25.04580139560362,121.50870330674569,Entire home/apt,1188,3,1,2024-09-29,0.32,16,222,1,
1201280635516665067,Hömeÿ Oraňge  澄果＊ | 西門町商圈 \西門捷運 \雙人床\電梯大樓\專屬衛浴.,651807716,Ina,,萬華區,25.04559,121.50802,Entire home/apt,1160,3,2,2024-10-03,0.59,16,241,2,
1201287419307505108,Sünbeäm Oraňge 香橙＊｜西門町商圈\西門捷運\雙人床\電梯大樓\ 專屬衛浴\洗衣機,572749232,Tsai,,萬華區,25.04594,121.50758,Entire home/apt,1574,3,3,2024-12-01,1.67,6,234,3,
1201292263712823055,Sünbeäm Greeň 碧綠*｜西門町商圈 \ 西門捷運 \雙 人床 \ 電梯大樓 \ 夜市,572749232,Tsai,,萬華區,25.04608,121.50883,Entire home/apt,1349,3,0,,,6,223,0,
1201448670364188717,【meet】56 西門/中山/全新裝潢/商務套房/電梯/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.056023644752166,121.52446144279088,Entire home/apt,5798,4,0,,,26,270,0,
1201636173103685481,【meet】53 西門/中山/全新裝潢/商務套房/電梯/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.056383640301867,121.52586369097384,Entire home/apt,5114,3,0,,,26,244,0,
1201643597462336974,【meet】01 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.060469310808536,121.52373767026847,Entire home/apt,5128,30,0,,,26,270,0,
1201889532818065968,【meet】03 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.060577689263283,121.52310906357106,Entire home/apt,5180,30,0,,,26,209,0,
1201897126924508470,【meet】04 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.06197,121.52483,Entire home/apt,5129,30,0,,,26,270,0,
1202137508197942524,【meet】05 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.060333235361743,121.52318669275978,Entire home/apt,5127,30,0,,,26,270,0,
1202150305084073406,【meet】07 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.063920453751564,121.52706765684485,Entire home/apt,5125,30,1,2024-10-05,0.34,26,209,1,
1202165888162176782,Private room with balcony,123568417,Easymind,,大同區,25.052088,121.5171321,Private room,,1,0,,,1,41,0,
1202171341380999736,【meet】12 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.05893908947271,121.5240488241244,Entire home/apt,5127,30,0,,,26,270,0,
1202987441883724695,台北市中心•樓下即捷運、高鐵、台北車站、地下街、餐廳、百貨商店•鄰近西門町&寧夏夜市•機場捷運直達！,434039917,伊玲,,中正區,25.047224005192923,121.51491206737418,Entire home/apt,4100,3,7,2024-12-26,2.66,1,259,7,
1203310008535752867,接機優惠Dec hot sale用你的微笑改變世界/忠孝敦化站步行3~5分鐘/3房家庭房,12812606,Simon,,大安區,25.04343691447861,121.55064784988956,Entire home/apt,3693,2,11,2024-12-26,2.04,15,177,11,
1203391980875494784,"""Moco""(2-6人)夢幻地點台北車站Z2步行1分鐘/高樓景觀/全新推出/外國人友善",590538749,方婷,,中正區,25.0456857,121.5159014,Entire home/apt,2607,2,31,2024-12-19,5.81,2,222,31,
1203968520250166775,接機優惠Dec hot sale/Sunny and very central 3BD flat,485262233,Lambert,,松山區,25.05602884741837,121.5532518538827,Entire home/apt,4232,2,9,2024-12-31,1.64,17,363,9,
1204066968372892001,西門捷運站1分鐘套房（電梯.獨立衛浴.對外窗.投幣式洗衣機烘衣機）,36408621,小多,,萬華區,25.04464,121.50722,Private room,1411,30,0,,,15,260,0,
1204309090252071221,Cozy and Comfy Studio Xinyi Taipei A YongChun MRT,576044022,Bi Qiong,,信義區,25.03470587465385,121.57668847256687,Private room,976,3,3,2024-12-08,0.69,24,176,3,
1204690830292875287,西門町32雙人房 Ximending Double room,122764186,Kyo,,萬華區,25.04427,121.50845,Entire home/apt,2266,2,12,2024-12-16,3.24,86,78,12,
1204692580577652115,西門町33雙人房 Ximending Double room,122764186,Kyo,,萬華區,25.04424,121.50728,Entire home/apt,2454,2,12,2024-12-10,2.52,86,77,12,
1204693627419583553,西門町61雙人房 Ximending Double room,122764186,Kyo,,萬華區,25.0455029303963,121.50667661910545,Entire home/apt,1456,2,7,2024-11-29,1.86,86,83,7,
1204695001984126393,西門町雙人房610 Ximending Double Room,122764186,Kyo,,萬華區,25.04473,121.50856,Entire home/apt,1591,2,17,2024-12-10,3.98,86,53,17,
1205060740698260392,＊西門町商圈k42／電梯3－6人房／德立莊酒店旁／樓下有自助洗衣店,510241790,Yihan,,萬華區,25.04774414161611,121.50564669638709,Entire home/apt,3754,3,0,,,16,67,0,
1205411887652314286,Cozy and Comfy Studio Xinyi Taipei C YongChun MRT,576044022,Bi Qiong,,信義區,25.036583030864296,121.57695252874899,Private room,997,3,1,2024-09-18,0.29,24,177,1,
1205443486172286800,Cozy Room in Xinyi Center,28596950,Kai,,大安區,25.03441,121.5565,Private room,850,30,0,,,1,259,0,
1205496548374627193,"Amazing sunlights, close to Mirama",108910569,Menghsiu,,內湖區,25.08881300033727,121.56247112900017,Entire home/apt,,2,0,,,1,0,0,
1205637171756497875,＊西門町商圈k43／電梯2－4人房／德立莊酒店旁／樓下有自助洗衣店,510241790,Yihan,,萬華區,25.047573553158074,121.50403236735987,Entire home/apt,3297,3,0,,,16,74,0,
1206114166621261372,Radiance/西門町/捷運台北車站/機場捷運/北車商圈精華區/1F,515318392,國智,,大同區,25.05045223921077,121.51362859559718,Entire home/apt,2903,2,16,2024-12-31,3.53,10,2,16,
1206376218864159342,"西門樓中樓附電動升降桌,螢幕大套房",27055527,YiChia,,萬華區,25.042039845816994,121.50590857598753,Entire home/apt,2100,30,0,,,2,237,0,
1206454984790167430,Cozy Casa 1-2ppl MRT Zhongxiao Dunhua 2 mins,83171395,Loro,,大安區,25.03948,121.55482,Private room,929,3,3,2024-12-11,1.00,9,176,3,
1206638201788760364,T2#Taipower MRT#Taipei 101#NTU/NTNU#Monthly promo,566688851,Henry,,大安區,25.02196,121.53217,Entire home/apt,4929,2,9,2024-12-15,1.74,2,292,9,
1206717432205812276,"芝山捷運站 
溫馨家庭式三房兩衛",35763449,Lijung,,士林區,25.1005812,121.5222036,Entire home/apt,4000,7,0,,,1,268,0,
1206991336607209225,Taipei Dome｜Urban Exploration｜4-5 ppl,589298931,Bubbles,,大安區,25.04117,121.55533,Entire home/apt,4829,2,22,2024-12-31,4.13,1,148,22,
1207042193919974807,kd3/ 西門町、紅樓、龍山寺/ 寧靜巷弄/ 獨立衛浴/ 3房3床,172149908,昭明,,萬華區,25.04256,121.50351,Entire home/apt,4641,3,5,2024-11-27,1.47,20,22,5,
1207050229648847527,Breeze/機場捷運台北車站/北門站/寧夏夜市/2F,515318392,國智,,大同區,25.049227575972253,121.51551792236086,Entire home/apt,4004,3,10,2024-12-24,2.22,10,140,10,
1207065103814095395,kd4/ 3房/ 捷運西門站/ 3床/ 安靜巷弄/ 近家樂福,172149908,昭明,,萬華區,25.043782191049914,121.5029557723621,Entire home/apt,4500,3,9,2024-12-25,2.48,20,67,9,
1207167275412669594,H105/GoogleTV/5MinstoXimenMRT/WiFi/Lift,136010110,Rex,,萬華區,25.04631937612451,121.5082679106562,Entire home/apt,2343,2,25,2024-12-27,4.84,36,339,25,
1207305980845065552,Roman Holiday l Gym l Pool l 現代廚房 l 台北101 Ｉ夜市,357062477,天恩,,信義區,25.03054,121.55744,Entire home/apt,4300,15,1,2024-12-16,1,29,336,1,
1207928358789344012,N•Y/西門町商圈1分鐘/台北車站/北門,234963902,Nina,,萬華區,25.0434435,121.5079751,Entire home/apt,,2,15,2024-12-30,3.02,6,259,15,
1207933831645368279,The Nest - Best location!,474457454,Yves,,中山區,25.061109439921864,121.53547351836735,Entire home/apt,4700,2,1,2024-10-25,0.44,1,38,1,
1207954441607462393,HL91/北歐秋風/永春站捷運站走路3分鐘/101跨年/台北車站7站/西門町8站/整棟/住2-12人,591879558,Yin Chieh,,信義區,25.04051,121.57566,Entire home/apt,8028,2,10,2024-12-16,2.38,18,157,10,
1208035983256187072,HL1311/鄉村暖陽/永春捷運站走路3分鐘/整層一樓可停車/西門町8站/101跨年/住2-8人,591879558,Yin Chieh,,信義區,25.03935,121.57635,Entire home/apt,4242,2,4,2024-11-14,1.50,18,160,4,
1208074652960107815,TH H904/粉紅泡泡/西門町捷運站走路8分鐘/電梯/夜市/1-4人,591879558,Yin Chieh,,萬華區,25.04681,121.50471,Entire home/apt,2013,2,8,2024-12-16,3.53,18,168,8,
1208350071806686629,X9/ Ximending / Red House / Ximen Station / 101,221534550,Anne,,萬華區,25.0454099,121.5035953,Entire home/apt,1343,2,5,2024-12-16,1.06,48,73,5,
1208492890218499381,安和青年套房1,539795653,振聲,,大安區,25.027926,121.5518247,Entire home/apt,1200,90,0,,,17,365,0,
1208492971005412650,TH QM709/鄉村微光/西門町捷運站走路8分鐘/電梯/夜市/住1-10人,591879558,Yin Chieh,,萬華區,25.04544298469594,121.50521007674973,Entire home/apt,4670,2,8,2024-12-03,2.22,18,151,8,
1208497939483600717,師範大學青年雅房1,539795653,振聲,,大安區,25.0263816,121.5231908,Private room,1000,90,0,,,17,365,0,
1208501487509511209,師範大學青年雅房2,539795653,振聲,,大安區,25.0263816,121.5231908,Private room,1000,90,0,,,17,365,0,
1208534670299482357,TH QM650/晨曦暖風/西門町捷運站走路8分鐘/電梯/夜市/住1-6人,591879558,Yin Chieh,,萬華區,25.046982607041947,121.50548791736772,Entire home/apt,3913,2,7,2024-12-16,1.64,18,149,7,
1209040825110003968,Mirage/西門町/捷運台北車站/機場捷運/北車商圈精華區/3F,515318392,國智,,大同區,25.05051,121.51346,Entire home/apt,2549,2,10,2024-12-19,2.21,10,3,10,
1209102778916645351,Boundless/捷運台北車站/北門/寧夏夜市/4F,515318392,國智,,大同區,25.050562331633746,121.51343446352098,Entire home/apt,4943,3,12,2024-12-14,2.79,10,104,12,
1209495234064030909,Airport MRT A1 station,545149999,柏元,,大同區,25.05216110534589,121.51269938796759,Entire home/apt,1509,2,6,2024-10-29,1.64,1,87,6,
1209834146479967392,YK8#Dongmen MRT#Taipei 101#NTU/NTNU#Monthly promo~,515756856,Ann,,大安區,25.03159251908708,121.52897893535209,Entire home/apt,7143,2,20,2024-12-25,3.90,7,51,20,
1209984858977404049,南港單身公寓,56532738,Jesse,,南港區,25.04747,121.58912,Private room,786,30,0,,,11,213,0,
1210113033968774179,內湖寧靜房,56532738,Jesse,,內湖區,25.0746325,121.6124696,Private room,950,30,0,,,11,199,0,
1211268223140117804,Natural Retreat in Dongmen,163444290,Tzung-Ni,,中正區,25.0361341,121.528806,Entire home/apt,1176,29,4,2024-11-24,0.85,1,173,4,
1212133166878291336,(10)商務/電梯大樓/獨立洗衣機/近MRT捷運/中山商圈/獨立陽台/可下廚/優質管理,520782737,依蓓,,中山區,25.06265401065422,121.52672125727814,Entire home/apt,2943,4,0,,,31,347,0,
1212186370792571760,(05)明皇錦洲/廚房/電梯大樓/近MRT捷運/便利/優質套房/中山西門商圈,520782737,依蓓,,中山區,25.05816,121.52465,Entire home/apt,2629,2,0,,,31,365,0,
1212228143460319887,"(53,306)商務/漂亮優質套房/近MRT捷運/便利/中山西門商圈/公園/獨立洗脫烘/學生",520782737,依蓓,,中山區,25.057696724687517,121.52321440611458,Entire home/apt,2829,4,1,2024-09-09,0.26,31,338,1,
1212244036084005554,(31)商務/優質套房/中山西門商圈/MRT捷運/便利/獨立洗衣/可下廚烹飪,520782737,依蓓,,中山區,25.06236,121.52552,Entire home/apt,3814,28,1,2024-12-27,1,31,331,1,
1212345921558249641,Ink heart apt | gym | 台北101 ｜夜市 ｜ 地鐵,357062477,天恩,,信義區,25.03218160584519,121.5593444253207,Entire home/apt,3439,14,1,2024-09-11,0.27,29,348,1,
1212709478950493189,(32)林森/優質套房/友善外國人/可下廚/近MRT捷運/中山西門商圈/電梯大樓,520782737,依蓓,,中山區,25.05966,121.52654,Entire home/apt,2829,4,0,,,31,277,0,
1212713970410471923,中山RR ART。好時代。台北（地鐵250公尺）寧夏2～5人房希爾頓飯店.中山誠品Zhongshan,48442518,之行,,中山區,25.051872032663525,121.52081806800328,Entire home/apt,1500,2,0,,,2,244,0,
1212717828134684643,西門町YY ART house 四~七人房 好時光（捷運650m）Ximen MRT 시먼딩,48442518,之行,,萬華區,25.0452926,121.502852,Entire home/apt,2715,2,24,2024-12-28,5.03,2,202,24,
1212834280281391649,師範大學青年套房9,539795653,振聲,,大安區,25.0245534,121.5296457,Entire home/apt,1100,90,0,,,17,365,0,
1212837832653087917,臺灣師範大學青年套房10,539795653,振聲,,大安區,25.0255,121.52899,Entire home/apt,1100,90,0,,,17,365,0,
1212923626936294231,(14)優質套房/MRT捷運/中山商圈/友善外國人/電梯大樓/商務/學生/醫院/藥局/商店,520782737,依蓓,,中山區,25.06088581824592,121.52434095109344,Entire home/apt,2786,4,0,,,31,305,0,
1213046546747912457,Traveler’s Dream 2-6 ppl Taipei 101 City Hall MRT,574311668,Rei,,信義區,25.03532,121.56211,Entire home/apt,2282,3,7,2024-12-14,1.94,23,126,7,
1213388809999627164,Taipei double beds 7 min to 101,75318549,Charly,,信義區,25.03538,121.5623,Entire home/apt,2514,2,13,2024-12-28,2.64,9,85,13,
1213401164949928021,[月租]3A大採光獨立套房/1～3人/士林夜市1分鐘/劍潭站6分鐘/北藝中心/銘傳大學/小廚房,291283304,Naomi,,士林區,25.08844956630594,121.52334296922307,Entire home/apt,,2,1,2024-09-30,0.32,31,0,1,
1213410779063105161,[月租]4C捷運獨立套房/士林夜市1分鐘/劍潭站6分鐘/北藝中心/銘傳大學/士林科學園區,291283304,Naomi,,士林區,25.087065598340015,121.52356017697394,Entire home/apt,,2,3,2024-11-22,1.48,31,0,3,
1213417400619633514,[月租]3C雙床獨立套房/1～4人/士林夜市1分鐘/劍潭站6分鐘/北藝中心/銘傳大學/士林科學園區,291283304,Naomi,,士林區,25.08907,121.52373,Entire home/apt,,2,3,2024-11-13,1.03,31,0,3,
1213423585987414001,[月租]4A大採光獨立套房/士林夜市1分鐘/劍潭站6分鐘/北藝中心/銘傳大學/小廚房/獨立洗烘衣機,291283304,Naomi,,士林區,25.08884000819135,121.52378316540444,Entire home/apt,,2,1,2024-08-18,0.22,31,1,1,
1213428546451109517,[月租]4B士林獨立套房/士林夜市1分鐘/劍潭站6分鐘/北藝中心/銘傳大學,291283304,Naomi,,士林區,25.08922677446598,121.52359597578112,Entire home/apt,,2,1,2024-11-15,0.63,31,0,1,
1213465907806026338,【meet】09 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.060757068832174,121.52302860221869,Entire home/apt,5128,30,0,,,26,353,0,
1213470961124479692,【meet】14 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.06287859399788,121.52517968195151,Entire home/apt,5128,30,0,,,26,365,0,
1213476574450515950,3F Cozy flat1+1/Xinyi district/Taipei 101/MRT BL19,550743989,Li-Ting,,信義區,25.04023830568258,121.58025028438989,Entire home/apt,1989,7,4,2024-12-24,1.46,2,356,4,
1213531931224461868,Taipei Main Station MRT /Elevator /Washing Machine,30670839,Paul,,中正區,25.04477,121.51387,Entire home/apt,2339,10,6,2024-11-30,1.76,10,152,6,
1213558492949284249,Xinyi Cozy 1 bedroom 2ppl Taipei 101 City Hall MRT,574311668,Rei,,信義區,25.03728,121.56109,Private room,,4,5,2024-11-18,1.29,23,171,5,
1213680661012448867,Skyloft great views Ximen metro 2min,593511195,俞臻,,萬華區,25.04042597502401,121.5070638288371,Entire home/apt,4014,3,8,2024-12-07,1.98,2,56,8,
1213735119322868542,黑先生VII號房 - 月租有優惠可寵物西門町家庭號大客廳10人房,39512538,Black,,萬華區,25.042863,121.5048821,Entire home/apt,,1,6,2024-11-24,1.25,15,347,6,
1213749838306253800,【meet】32 西門/中山/雙連/臺大醫院/馬偕醫院/商務套房/公園/西門商圈/中山商圈/MRT,568514716,閎越,,中山區,25.06060214975491,121.52303945630707,Entire home/apt,5128,30,0,,,26,338,0,
1213777025643747867,"Ximen 시먼 Breeze Loft,New lift, park view courtyard",593511195,俞臻,,萬華區,25.043565796667597,121.50600249361496,Entire home/apt,4586,2,0,,,2,73,0,
1213822297299863039,可以看101夜景MRT3分鐘生活便利,593568509,詠元,,大安區,25.0187498,121.5575044,Entire home/apt,3750,5,1,2024-11-16,0.65,3,363,1,
1214066571289965321,小窩/北歐風/奶茶風/空氣清淨機/台北車站/西門町/機場捷運/台北101/士林夜市/龍山寺/假日市集,312451375,PoTsang,,萬華區,25.041715575176617,121.50666440947444,Entire home/apt,2549,1,18,2024-11-29,3.67,1,174,18,
1214146874739195717,"Zhongxiao Fuxing new chic apartment, Urban Oasis.",277278670,Garden,,大安區,25.0407,121.53774,Entire home/apt,6643,5,2,2024-11-24,0.95,14,342,2,
1214262238360235909,Living in Taipei,30942216,Elsa,,信義區,25.04176694064111,121.56561812698362,Entire home/apt,3936,3,5,2024-12-22,2.50,1,172,5,
1214315646875370758,9樓台北車站西門町一零一新大樓泳池1-6人D整套,48195411,David,,大同區,25.04883192160488,121.5171058507109,Entire home/apt,5397,2,30,2024-12-27,6.08,4,332,30,
1214330729806235627,Amazing Lovely Studio Taipei 101 City Hall MRT,574311668,Rei,,信義區,25.035409440867717,121.5611136524347,Entire home/apt,1637,2,9,2024-12-16,1.90,23,160,9,
1214541592994091844,溫州雅寓（師範大學青年套房11）,539795653,振聲,,大安區,25.023827924729765,121.53327038848306,Entire home/apt,1100,90,0,,,17,365,0,
1215295480187978787,TaipeiMainStation/2Bedroom/5people/3minMRT/FreeGym,533627933,靜芸,,中山區,25.054838960509386,121.52345139002495,Entire home/apt,3052,1,10,2024-11-02,2.10,10,317,10,
1215590295198054727,西門舒適套房（西門站1分鐘.電梯.獨立衛浴）,36408621,小多,,萬華區,25.043339427084824,121.50665670633316,Private room,1716,30,0,,,15,150,0,
1215752036378127246,MRT 3mins｜sunlight studio｜300mb wifi｜IH stove｜SJ06,242730194,Kolette,,中山區,25.06000893676494,121.53448651115751,Private room,1640,30,2,2024-12-21,2,67,122,2,
1215808756261655048,Comfy Studio apartment in Da an Taipei III 1-2ppl,576044022,Bi Qiong,,大安區,25.04285222443675,121.54615144261967,Entire home/apt,1754,3,10,2024-12-17,2.38,24,72,10,
1215991088678923387,台北敦南小套房,16572217,Wayne,,大安區,25.025580816977985,121.54893034821775,Private room,2057,1,10,2024-12-29,2.10,1,350,10,
1216192120899356603,中山捷運站走路一分鐘獨立美寓 50% Off,498346612,Jolie,,中山區,25.0543514,121.5211588,Entire home/apt,2800,7,1,2024-12-17,1,5,186,1,
1216328413107644652,New cozy Studio｜MRT 3min｜300mb WIFI｜elevator｜SJ05,242730194,Kolette,,中山區,25.060067481730194,121.5338884588279,Private room,1383,30,2,2024-12-26,0.94,67,146,2,
1216348862045459463,＊New＊ Sunlight studio｜MRT 3min｜300WIFI｜SJ04.,242730194,Kolette,,中山區,25.061613712985448,121.53286427409051,Private room,1200,30,3,2024-12-15,0.71,67,110,3,
1216437851737134577,MRT 3mins ｜Studio w natural light｜300mb wifi｜SJ03.,242730194,Kolette,,中山區,25.06109617588896,121.53443396275458,Private room,1323,30,1,2024-10-28,0.46,67,169,1,
1216449470865658768,＊NEW＊Comfy Suite｜３min to MRT. with elevator.,242730194,Kolette,,中山區,25.05946,121.53468,Private room,1280,30,3,2024-11-30,0.97,67,150,3,
1216456131845047700,＊New＊MRT ３min｜Studio w Elevator &300 mb wifi｜SJ01.,242730194,Kolette,,中山區,25.059821734541543,121.53267889813124,Private room,1500,30,2,2024-10-28,0.64,67,166,2,
1216464066956824718,Ximen Studio,120984642,Gabriel,,萬華區,25.0407311,121.5071474,Entire home/apt,2086,4,12,2024-12-24,2.69,1,48,12,
1216623277782476805,【台北車站1min】3-5人兩房一衛浴/高鐵與捷運旁/電梯大樓,94932813,En-Chia,,大同區,25.0505,121.5193,Entire home/apt,4129,3,14,2024-12-20,3.00,4,103,14,
1217047922911331942,Boutique 2BR Serviced Apt gym/pool/view@Taipei101,282776288,Jenny,,大安區,25.03222,121.55619,Entire home/apt,,29,0,,,10,339,0,
1217226568083908258,Modern cozy style #stay for 6ppl #鄰近台北車站,573468805,Cynthia,,大同區,25.04958,121.51977,Entire home/apt,3331,2,22,2024-12-27,4.49,12,149,22,
1217264390628540867,東明客棧-01房,594521254,大宇,,南港區,25.056196,121.6053954,Private room,827,1,0,,,1,90,0,
1217464833580061070,「西門町」電梯大樓2-4人房/距離捷運北門站350公尺/台北車站700公尺/機場接送服務,229825069,J,,萬華區,25.0474966,121.508211,Entire home/apt,1829,4,2,2024-09-07,0.47,2,224,2,
1217627800601236969,Journey industrial 獨立衛浴近南京復興捷運站,28402175,Somer,,松山區,25.04836,121.54524,Entire home/apt,1351,3,8,2024-12-09,1.66,11,167,8,
1217735232151572055,木柵溫暖的家（3房）2樓公寓,10024504,Yi-Hsin,,文山區,24.98948870240147,121.56889717567117,Entire home/apt,5086,2,0,,,3,359,0,
1217988562506902895,南港單身公寓,56532738,Jesse,,南港區,25.04564,121.58914,Private room,580,30,1,2024-09-10,0.27,11,209,1,
